"","Region","Zone","Type","Year","Season","Month","Day","Hour","Latitude","Longitude","Altitude","t2m","ws","wd","tp","blh","ssr","CVD60","no2","o3","so2","co","pm10","pm2.5"
"11","East Midlands","Reading/Wokingham Urban Area","Background Urban","1997","Winter","02","16","05",52.7991388417328,-0.827470877869259,60.1321065081261,282.470198019336,14.5412297180954,186.110643828406,0.00063516452289966,1670.83678931151,-84082.9694740482,0.212334768412598,45.8392454227195,42.7000242410088,10.4187589025579,1.06371980224994,28.1815663105375,18.6476709921453
"12","North West","Preston Urban Area","Background Suburban","1982","Spring","09","26","20",51.8542510346885,-1.67814527717024,96.4602315728435,285.280697216555,7.24879259668622,193.818224033628,0.00186068155492556,649.525854177187,3821813.14775964,0.273500836689547,46.6302816336327,15.9416287177106,11.706010683331,1.20068436831802,36.5878527117482,18.5973192696737
"13","Greater London Authority","North West & Merseyside","Background Urban","1991","Summer","07","07","20",55.1833556468174,-1.39429316526483,142.436340186456,291.916805720422,0.61979472178103,148.871429855138,5.40334288676612e-05,917.04233541345,11236350.2473968,0.110445124566046,76.3373702612436,17.7295766615303,13.7975945510427,1.44215264798332,36.4689679151574,18.6361057614509
"14","Greater London Authority","Bristol Urban Area","Background Urban","1992","Winter","03","15","20",52.3209640890313,-0.788260073576305,17.3530065269138,280.71018954884,5.00166867479763,473.749086020872,0.00107056120059006,633.388278505569,2195824.52476832,0.165843228767558,76.2825441848306,17.7623321233784,13.7970426134401,1.43985993534021,36.4521207242172,18.6495492184661
"15","Yorkshire and The Humber","Greater London Urban Area","Background Urban","1986","Winter","06","02","00",52.7968419752077,-1.05067669983972,-157.870818873966,280.921654658512,2.43977868648104,254.659611422455,0.00262683851485225,139.498250037712,4731515.94277765,0.220588536821428,76.3260579638658,17.7566087332201,13.8013071063822,1.44159264806944,36.4757784494113,18.6462577432975
"16","North West","West Midlands Urban Area","Background Urban","2000","Spring","08","29","20",54.2834382709455,-1.46314198696718,110.299086589785,289.755157615398,0.375772302337229,386.282031749676,0.00019601231645136,374.1544499608,3228090.72012747,0.211872843735216,48.7784902030255,17.7466841321984,2.35051212942683,0.806232625645426,19.9724350535431,18.6359219216163
"17","East Midlands","East Midlands","Traffic Urban","1992","Fall","10","27","17",50.8829209452103,-1.38861419103691,-2.46837709974953,284.106153647365,9.27999821299847,211.504660992361,-0.0019786567017927,1231.5277927052,5891642.13899525,0.17858632988953,76.32299499593,17.7540211926934,13.7819326877284,1.44059703722282,36.4676735105053,18.6516153544831
"18","South West","South East","Traffic Urban","1992","Winter","08","28","14",53.210220669625,-0.491482296158141,115.893407514028,292.734487246452,11.1841561878945,195.126827282715,-0.00127391479734724,1846.28328588711,7694242.12077655,0.172327201614242,76.4165359795521,17.7296152470477,13.7936545753341,1.4413669998252,36.4657356492532,18.6416276216893
"19","North West","North West & Merseyside","Background Rural","1999","Spring","03","12","20",51.6270786537886,-0.0932803787714276,-5.9720878653017,273.478009159198,3.63074428439301,166.535140057747,0.00184521540662906,648.76937255754,1619943.71503581,0.181795399079641,76.323195105869,34.0109946992742,13.809880443478,1.44097479413255,36.4779125317214,18.6441462637386
"20","South West","Nottingham Urban Area","Traffic Urban","1999","Summer","05","12","16",53.5547673990507,-2.36974883115315,17.5510039815859,291.621067336172,9.91919434534393,231.364504210084,-9.24162409309375e-05,2210.39184752726,4819810.39884697,0.199911892891104,64.4814133078689,19.6268960141723,17.9832572143001,1.17256499057834,33.6839787970376,18.63951746818
"21","Greater London Authority","South East","Background Urban","1997","Fall","01","28","20",52.2828337441768,0.431530478146922,67.9098590032544,275.72474471085,1.90514765859695,15.2351724191302,-0.000188642763560565,-21.1495602471515,643804.570912306,0.111269912095085,76.3145862335788,17.7287524336423,13.828995465816,1.46134386239992,36.4498489861921,18.64178770075
"22","Yorkshire and The Humber","Bristol Urban Area","Traffic Urban","1995","Winter","10","16","22",51.1935775958409,0.126066522254074,79.096437734683,283.02517298199,0.440453302935503,217.075558192714,-0.00209290114201816,-4.49674234424676,7806402.86897201,0.16897722306094,76.2070600990252,17.7521110405618,13.7921584926315,1.36455367063955,37.8228107140551,18.6272301985051
"23","West Midlands","Portsmouth Urban Area","Traffic Urban","1982","Winter","06","21","11",52.3175653228335,-1.15222404829278,64.7205660421681,289.188687820935,4.55208685860697,117.818196302795,0.00137108632419409,752.69306782762,4673039.68390308,0.183198143668807,76.2887381981289,21.430157760925,13.7970974384635,1.44461937605645,37.4478887200647,18.6358516180485
"24","Yorkshire and The Humber","Brighton/Worthing/Littlehampton","Background Urban","1999","Summer","04","20","11",53.0690605920793,-2.18340077303302,172.21568124422,285.54133676339,12.1243551320479,98.5284556103623,0.00038042843717718,1591.1249839355,3415762.74901918,0.286028000277594,76.282254176099,17.6758016612095,13.8167521616512,1.05236589252503,36.4695547612651,18.6286023408855
"25","North West","Greater London Urban Area","Background Urban","1987","Summer","01","16","19",53.9946854395502,-1.97548333471712,57.0631972970537,274.8916965193,4.85218409194672,64.9183811165312,-0.000120340144814961,523.995334128186,3486190.44117812,0.260755313760244,59.340072876991,17.7406390394953,13.8135546104249,1.44186968278816,36.4752327447076,18.6417136104381
"26","South East","South East","Traffic Urban","1996","Fall","12","23","10",52.0436013946084,-2.87833370759095,85.9250653770237,275.528945670872,8.28979563212951,52.3949514764394,0.00120212357378967,822.941582884992,556390.778916165,0.205397289587302,94.9460793760589,17.7408596453324,19.0828337260896,2.24868135269715,36.5289322413795,18.640273794087
"27","West Midlands","South West","Background Urban","1984","Winter","10","23","18",52.8865214363038,0.0754497271178032,183.336897471196,283.020360727529,4.88632612712636,257.996722446774,-9.35159788888155e-05,345.780127985725,3922271.15211701,0.173272022212084,76.3156549940398,17.7667566402077,13.8187107989726,1.44212039258173,36.4972674218412,18.6449589330312
"28","North East","The Potteries","Background Urban","1983","Summer","09","17","03",52.2648155900842,-1.46839456499477,182.953347550753,281.79404025848,4.35524930141085,268.090615668094,0.00133279578987544,498.351910329577,1782773.48638007,0.22814363290803,76.4118591334403,17.7965651060029,13.8181794816874,1.44522402614689,36.5317680866122,18.6406364690409
"29","North West","West Midlands Urban Area","Industrial Urban","1987","Winter","01","26","23",53.0883966295323,-0.154730275917924,116.234298521741,273.224354048758,0.269240596868533,98.0672715464156,-0.00180274574036679,-81.6353208667218,3269426.33407339,0.254907205954127,98.6943029090117,14.2633599108005,9.82232058459453,1.08698992511494,32.1895142622364,18.6494466621111
"30","North West","Eastern","Traffic Urban","1993","Winter","01","22","10",52.9253806500248,-0.918621047028481,91.7394274445818,280.090864623624,10.5286125255253,252.790790253726,-0.00494573237179671,1298.22211183602,2199903.65117731,0.262028554252401,76.4368649577118,17.7554047284615,13.8221462125271,1.44093514076992,36.4717780309468,18.6422391306835
"31","Greater London Authority","South East","Background Urban","1986","Summer","09","04","22",50.4575509310851,-1.39737420005017,160.466149804685,286.501724018951,1.76072183822866,271.677372383972,-0.00250421149271174,-152.115078778998,5846032.99449352,0.13918289510206,76.3128423036983,17.7348684403485,13.7950620212949,1.44356093374394,36.476035602547,18.6420666973432
"32","West Midlands","Eastern","Traffic Urban","1999","Summer","02","02","04",51.7252899393599,-0.299416393402921,148.882367469081,275.512345776626,1.0369438164599,271.695736796143,0.000241956501384905,-7.50613918335855,3.10813403455205,0.213356329782651,-143.089378697707,17.7750931508084,13.7997048438466,1.33759252571553,35.2675990255798,18.6467610644133
"33","South East","North West & Merseyside","Background Rural","2000","Fall","10","22","16",52.362454709919,-2.87057575315883,151.356864444265,284.72332017378,6.01462184701723,78.9968290822752,0.00159236014174272,879.571538592744,1545460.52939778,0.135966325477464,76.3919889417964,52.847327345872,13.819753174355,1.44149011232983,36.4753465854921,16.6082336189473
"34","North West","Southampton Urban Area","Traffic Urban","1981","Winter","05","01","23",53.4445874189395,1.13033692698362,174.933314300908,280.548854124675,4.58958411196067,301.541731255399,0.00499923132594847,981.870468823114,-1816098.39453885,0.134281389729273,71.7564468338133,15.9960053536062,4.85401326987232,1.13154664841023,34.5564881742516,18.6457708947159
"35","South East","West Midlands Urban Area","Industrial Urban","1989","Summer","01","31","18",52.8878800355566,-4.52944457272727,-74.21440149059,282.637093930213,4.94167122576166,177.699398758918,-0.00267069705049951,532.670992828459,5356762.18657765,0.25427231821513,71.9125305283379,16.9931475475091,9.82232104271311,1.08699004970073,20.6390488051365,18.5416523966523
"36","Greater London Authority","South East","Background Urban","1986","Summer","01","01","09",55.1517369154421,0.810377854982769,150.976430049257,271.772910822643,2.71574232243305,229.285206269506,0.00334916304345176,228.539701060504,-130723.922931422,0.153290417994585,76.3167773812597,17.7352441623869,13.7950625044217,1.44356086467783,36.4760361462303,18.6420667884738
"37","Greater London Authority","Coventry/Bedworth","Background Rural","1997","Spring","01","30","23",52.9233870116663,0.875688746030536,45.1190920488813,274.36800913696,-0.306675773391568,81.7378328159027,-0.000823948822960875,-253.96201642648,6451111.24614019,0.197988458603814,148.02977663147,5.0777064846022,13.4811295939329,1.80445250103107,36.4948367580843,18.0937266084712
"38","East of England","Greater London Urban Area","Background Rural","1990","Spring","03","07","15",52.8049544815763,-2.22159114714063,146.056929600756,284.794584911352,8.1849868870565,248.266233948905,-0.000179648785372322,1355.64505678123,4326860.54484513,0.170774597205673,82.2456035440734,37.7493774635429,26.7534049655003,2.14906033708503,35.629331477703,18.6439043009984
"39","Greater London Authority","Sheffield Urban Area","Background Urban","1983","Spring","01","22","09",53.5128649214201,-2.8210834565973,82.3232572346412,275.996959339498,3.98240037334211,235.921528472165,0.00957856988288632,707.937711689403,-227349.329553474,0.178006786601311,76.3172825508729,17.7469572243524,13.8027997483895,1.44141634222189,36.4875579991376,18.6378567656739
"40","Yorkshire and The Humber","East Midlands","Traffic Urban","1989","Winter","11","18","01",50.8300852538812,-1.44424677215571,151.140889364519,277.985692355214,2.87485842284226,132.977102197103,-0.0053648066469434,471.742827203777,4130304.90157451,0.274735042838803,76.3506043760887,17.7647526081974,13.8348739689626,1.44103196376219,36.4951768761634,18.6458239084922
"41","South East","Greater Manchester Urban Area","Background Urban","1985","Winter","05","07","01",53.5921431230975,-1.82501265554745,9.5896119989879,279.790490895885,4.93331784769751,337.129608120892,0.000457843780881376,621.992660626294,6663750.4882069,0.162610752433672,76.345093037632,17.7436810544275,13.8141498067431,1.44178839422942,36.4714430812981,18.642748198824
"42","North West","Greater London Urban Area","Background Urban","1987","Fall","07","26","03",48.4216491494656,-0.151691447439664,-3.8157779395779,287.93213621952,3.88334805529493,304.732017170884,-0.00110198791523297,690.245134963751,2174304.93406989,0.159469626387734,73.2795908575571,17.7407253876642,13.8135542487872,1.4418696827817,36.4752322904374,18.6417135384875
"43","North West","Greater London Urban Area","Background Urban","1994","Spring","01","24","10",54.5857075928454,-1.131104438716,90.159522568553,278.902354045861,3.57418973393411,238.819897956375,-0.0053039484545468,500.050724104469,2184131.05345162,0.223727939484032,51.8717728221544,13.4743914168968,23.8604353718377,0.26205529343283,37.0159122124528,18.6436949825607
"44","North West","Bristol Urban Area","Traffic Urban","1991","Spring","05","07","12",52.5450626670202,-0.567305025016384,24.0968778224839,280.901167713929,3.67436125186215,-73.7920103930324,-0.000675722327305293,2033.44446231543,9890132.812507,0.17228558455884,76.344636572273,17.7793137607124,13.828177270935,1.44065033121857,36.4577334611836,18.6408493143292
"45","East of England","North West & Merseyside","Background Urban","1992","Winter","12","21","21",52.4752599282294,0.696380916173388,-68.1089665066321,271.493636544497,1.26282233645665,70.7042961571652,-0.00408915323210942,417.267224671971,3764113.91069137,0.135174084333786,76.3771493844899,17.6945916921981,13.801202139182,1.44281497258623,36.4828334420067,18.6386014665754
"46","West Midlands","South East","Background Urban","1987","Winter","02","06","05",54.3677168075427,-1.15258247356962,60.9425201288775,274.476998240116,8.11176590572061,245.347076174591,0.00045561710211561,808.091975442489,17894.4347460017,0.193760449154128,76.3445371156909,17.7615741591543,13.8105110509558,1.44221538813682,36.4892576274657,18.6380464738374
"47","Greater London Authority","North East","Traffic Urban","1995","Summer","02","12","16",52.1133535859825,-1.22198886181181,81.9422065479608,279.963576528951,6.99909522097876,223.541157478483,0.000561365005028789,541.360726438216,870462.669245777,0.183754137691345,76.3880989826635,17.8150311204644,13.8068313566671,1.44046224779334,36.4922029637622,18.6430199707384
"48","South East","North West & Merseyside","Background Urban","1988","Spring","05","18","17",51.6782832705756,-1.19006392709152,-33.7179141675098,289.727632230348,5.20002988790467,67.7963614894707,0.000126239842489377,785.364107923662,7498019.3768228,0.15254381925638,76.2645347185104,17.7453646042935,13.7965690759338,1.4423345664533,36.4900766012727,18.6431050288758
"49","West Midlands","East Midlands","Background Urban","1996","Fall","06","25","23",53.9141941051062,-2.89418513750001,151.442792729648,282.492674429006,3.06885328434815,186.183840707447,0.00113142957541531,135.023842136783,7134670.67429698,0.232111604824078,76.3357585019287,17.7499779326543,13.8117064784955,1.44109242223108,36.4820006234281,18.6360898269751
"50","Greater London Authority","East Midlands","Industrial Suburban","1994","Winter","06","11","16",52.5128811640168,-1.73795010122084,190.923602256596,285.685257275697,4.27608545391327,447.126475375033,-0.443145527583044,2172.9572246066,3217655700.31589,0.181289665744671,40097.4894478269,16.8170200527338,-461658.397618852,1.43964314432922,36.4822022988243,17.1259901944333
"51","North East","Eastern","Background Urban","1989","Winter","10","11","12",54.8146183602675,1.33032905892695,53.5913491657496,284.587176275154,4.27367613971779,260.220604332331,0.00406865511376608,-97.7454939589273,54377.8628368861,0.211547491812126,76.3389251231599,17.7521966011272,13.8211606300314,1.44170244669896,36.4755727847134,18.6403552631407
"52","West Midlands","West Yorkshire Urban Area","Background Urban","1983","Summer","03","06","13",51.9483895012745,-1.01397284856903,96.4539013701113,281.432003876981,7.8380898924508,297.101253264999,0.000554670314534838,1395.0934418115,4334313.96320121,0.12333311110949,76.3752941493751,17.7567855663197,13.8025575572283,1.44313569675416,36.4848890155994,18.6397725939872
"53","South West","Greater London Urban Area","Background Urban","1983","Fall","11","10","14",52.948075801442,-1.57504727650695,-14.0149059860776,281.095499373539,4.48441474951989,98.7286253761051,0.00155755998349211,585.285766790242,-1990677.97832603,0.201800243399344,76.3292435702909,17.752665599301,13.8086847617736,1.45213894495236,36.4658042091096,18.6428865884012
"54","West Midlands","Leicester Urban Area","Background Urban","1983","Spring","10","29","08",53.622238287043,-1.46372776898317,-107.327738184079,278.373915497879,3.47343339215847,175.530452682353,0.0035772574297234,318.169965963861,-210316.909131268,0.16913082337806,76.598609874934,17.7304189932301,13.8203393356019,1.44363745204566,36.4564152563946,18.6397951093418
"55","North West","South West","Background Rural","1988","Spring","08","06","05",52.0961959568341,-0.510774025863044,123.548308717875,282.425543337896,1.20084244382522,288.853580461821,-0.000241391705686109,108.782943400773,55498.7816355357,0.257353174450043,76.3047075955829,56.1177081603566,13.8222965644074,1.44236658840737,36.4833971063106,18.6392971230988
"56","Greater London Authority","Southampton Urban Area","Industrial Urban","1981","Summer","07","01","04",50.6866873298505,-4.29702017775764,31.6794105562323,288.55069448535,5.81504732992728,241.744986101671,0.000686037907965445,587.735062745383,11.897751673833,0.203927892419788,72.2248772828908,26.5808048646054,15.9968952002119,1.2071076111961,30.4471017221779,18.6384649537051
"57","South East","Yorkshire & Humberside","Industrial Urban","1988","Spring","07","08","01",50.9565468729704,-0.772522973413436,7.36211415096763,288.902135001618,6.3380674411345,240.674700111849,0.000947544808042941,627.195716183431,8913358.45985417,0.209440531583801,76.4810447035838,17.7271733165652,13.8274652945357,1.44221831003294,36.4869290424997,18.5193510476022
"58","Greater London Authority","South West","Industrial Suburban","1990","Fall","04","05","04",54.8411077771501,-0.585519575779768,48.3349201110365,273.57425630945,5.95917737827571,161.610137163374,3.44688299580677e-05,480.73425168894,4.50770100619464,0.158037705480047,96.06682191146,46.9029618976368,10.6071726714549,1.13209027307136,30.7167333553457,17.5242826465757
"59","East of England","Greater London Urban Area","Background Urban","1993","Summer","02","27","11",51.9298616644281,-1.59535708713831,224.867864312974,280.902910266298,9.70774183320284,429.797945766691,0.00030733171994925,1512.67316886635,1456549.69773246,0.0871472147458764,72.3219613695543,35.1835103010946,19.5554460089325,1.41530673377401,35.177543533065,18.6330584574617
"60","East of England","Greater London Urban Area","Industrial Urban","1992","Fall","04","24","03",50.0369710196377,0.641671164032656,71.5040369292064,276.930259191194,1.36974483376627,205.353829877547,0.000770513554008651,84.6770579916621,1586626.44400165,0.18824139318893,76.3662240861161,17.758853417788,13.7858201956987,1.45229909734583,36.5755632964576,18.6415197301957
"61","West Midlands","Greater Manchester Urban Area","Background Urban","1998","Winter","09","20","21",52.0159864488401,-1.53450629281632,150.585469097785,288.776054508851,2.63996803166534,152.397275371955,0.0018266895532122,184.608983412869,5829325.94256621,0.154587021630493,40.7365531530083,33.1771210574756,24.7780231169686,0.503155674248516,35.23720110036,18.6404710668243
"62","Yorkshire and The Humber","Birkenhead Urban Area","Background Urban","1993","Fall","04","22","03",52.0097970018723,-0.912600663951815,72.8400625555921,282.603256848236,5.26267582071678,205.782945889242,0.00153904908364255,554.522910281692,1242949.4120212,0.121609499100463,76.3151343632292,17.7914125865993,13.8185375727114,1.44197104652211,36.4140450176794,18.6395454125253
"63","Yorkshire and The Humber","Greater London Urban Area","Background Rural","1993","Summer","04","18","15",52.7941024396004,0.865155174131151,53.5178084109753,286.733922446618,12.0544782324582,279.077239270565,0.000963189013840331,44.1251603763896,1416407.33121614,0.259923938128096,88.7177551600157,12.9121579091814,22.4271191136165,1.27350698579641,35.6293326035599,18.6409128024879
"64","Yorkshire and The Humber","Greater Manchester Urban Area","Industrial Urban","1999","Summer","10","17","10",51.7020677055522,0.106904463249226,61.486407655693,282.402470606384,3.03270682709712,96.7280809222988,-3.06283481050987,154.985307761302,2096666986.24728,0.231201671502159,485799.767181569,18.236549671003,178206.860746689,1.40996152198155,29.6344946566647,18.6288023356672
"65","East of England","South West","Background Urban","1995","Summer","10","12","08",53.0510931318099,-0.802107182828471,102.959727439088,284.041334228657,2.38123042070973,173.111509829151,0.000485763378275849,-67.4713983738092,259244.019445539,0.191687303034033,76.3738730760772,17.7577935591426,13.8075994246504,1.44161228072666,36.4624761258753,18.639833776381
"66","South West","Preston Urban Area","Industrial Suburban","1992","Winter","09","10","06",51.7006269365606,-1.60961564920869,62.67402523353,282.557856737958,5.40580714572678,176.563519113267,-0.00420297757395663,322.315338387808,55839.2486857851,0.2212857778976,72.4710929468957,16.3708023972823,13.8692562942592,1.66491875130587,33.4360831603616,18.6546979257736
"67","Greater London Authority","Greater London Urban Area","Background Rural","1992","Spring","03","21","17",51.5379134773997,-1.48432227460982,16.8871439507348,280.877285046016,9.43257688799013,270.575828447393,0.00175346771180105,1408.55916308126,1233365.73852131,0.146880981410538,82.4951091612971,38.751450871526,33.206160682603,1.27350706694305,35.6293321179339,17.9558692302664
"68","North West","Greater London Urban Area","Background Urban","1991","Spring","07","03","13",52.1624374334534,-2.2762881515568,27.5777498524914,293.513127596885,4.19652464335799,2.4922608456787,0.00422187877589846,1094.71322289234,5714374.64910648,0.172200279839891,82.7323820078068,23.5503349004935,16.5151307863902,1.16879029315132,36.4730499075357,18.6421521832655
"69","North West","Greater London Urban Area","Background Urban","1996","Summer","12","28","14",52.4220856390399,-1.31577936783256,29.1997899447598,278.704419870011,7.5947902686398,66.9169785006722,-0.00296394609097729,713.32157854372,3322691.36130558,0.208069024648672,57.8305538598443,19.9086986074423,32.5743715947713,0.390267692040384,27.7359613681944,18.6386986770385
"70","Greater London Authority","Greater London Urban Area","Background Urban","1982","Summer","01","26","01",53.2903219365656,1.76122674364971,142.581053889143,272.3656116064,0.831613171572393,220.127195989392,-0.0036923970142403,161.493116043928,3555003.90079878,0.173055105194609,76.3317729277038,17.7373102493915,13.8122207959044,1.47553112600336,36.4920822850018,18.6436219390689
"71","North East","Southend Urban Area","Background Rural","1992","Summer","12","21","21",51.7219570440061,-0.769464669831131,30.2402984571165,278.156054332188,3.79798833281307,148.669612786286,-0.00204286194534225,542.141663886989,3423901.60275904,0.226240786466105,69.4593725275973,29.1181717738896,15.9844974896886,1.55839360577312,36.9969921169155,18.6727258092425
"72","Greater London Authority","Coventry/Bedworth","Traffic Urban","1989","Fall","05","08","08",52.5341376703453,-0.939859451586949,71.5213252387456,281.431986400617,2.90513712149708,203.393737684484,-0.000297221528728263,362.895645280787,1549477.20262908,0.192736704915704,438.131557090087,18.3520719776601,4.08949432376714,1.44659688013968,36.5034893955862,18.647631812087
"73","North West","South West","Background Urban","1991","Fall","01","20","22",52.265471649099,0.0622576364274492,76.0042332756008,279.228547527081,2.64746780254761,281.334945799427,0.00338112111877932,529.028894305499,-236717.190245324,0.228389509252541,76.3879382180678,17.8046882429685,13.8179805141798,1.44256005340335,36.4811672980426,18.6421441980065
"74","North East","East Midlands","Traffic Urban","1984","Summer","05","09","21",52.686716245971,-0.227846220027858,80.5066938073518,285.158058672044,4.29585786604653,50.4449704691936,0.000490128958985116,-80.5693816662053,6839679.2123261,0.233890866968538,76.3343287328714,17.7348967645376,13.843027771438,1.443273931017,36.4765609440857,18.6385552346114
"75","South East","Greater London Urban Area","Background Urban","1997","Fall","12","27","01",52.0163130647012,-2.17662328430058,116.706448495916,281.968435675342,9.48635649424531,290.896867377145,0.0063244684315816,1073.0221038618,-1886806.90941079,0.194883189281598,14.1011656167982,63.7024502282019,27.9910265573491,0.172471613019259,40.5922261547015,18.6406647546504
"76","East of England","South West","Background Urban","1985","Winter","08","12","02",52.3179723335255,-2.80211746676763,39.0355524456608,288.227693749345,6.7054825735243,220.351997188855,0.00282120316315529,464.867755270967,2433599.98123057,0.104738392869145,76.4245988840011,17.7639503806288,13.8115873412097,1.44177728021484,36.4633003200184,18.6363460809918
"77","Yorkshire and The Humber","Liverpool Urban Area","Background Rural","1987","Summer","05","29","19",53.5118274232504,-3.17069728607999,-119.460503056146,286.457320765008,5.68917095932584,305.649994876675,-0.000916936754198222,2084.75882692348,9386035.0454597,0.127780158272465,86.3789613475804,23.8164263429748,21.5514008362535,1.61056826801168,32.5263504396437,18.640142267242
"78","East of England","Greater London Urban Area","Background Rural","1985","Fall","02","11","10",54.6590868274097,-1.46749777869313,-48.4817350414142,279.668533555376,9.0287319087047,101.740120752087,0.000183633371790263,1057.3451305144,1118185.23137753,0.244790973511523,88.1082158717407,32.1002516409704,22.4271200010405,1.27350702900895,35.6293315777974,18.6359728526771
"79","North West","Greater London Urban Area","Background Urban","1995","Winter","04","09","12",53.2481924049337,-2.61921318167228,10.8747802788891,282.301935325933,4.02832661025747,327.227043589303,0.0014372105137838,1602.89793405813,7393838.87665617,0.173859190854413,69.6906071134669,31.5889679529501,11.2304917222023,1.37884300510081,40.0096559168649,18.6435540757367
"80","North West","Greater London Urban Area","Background Urban","1993","Summer","07","06","23",52.0944916854585,-1.18290493330963,-26.3211160554515,286.853420241185,5.80113132089557,308.425161807697,0.00500665009896748,821.564820851244,1164386.05121098,0.186668333408611,58.6789636300138,27.963025673996,17.0929296878442,1.44146097512552,43.7386837063292,18.6429557789248
"81","West Midlands","Sheffield Urban Area","Background Urban","2000","Fall","10","14","08",49.2066846827247,-1.03998953777295,-6.60413423710419,282.850587272878,3.09194640710142,205.463180934159,-0.00104401479520564,109.334403009787,271943.427265343,0.148079566902277,35.1772758300132,22.8623227376658,17.5493402887249,0.540984141363757,21.3843292469834,18.6452926918068
"82","East of England","Greater Manchester Urban Area","Background Urban","1999","Fall","03","29","20",52.8009162035382,-0.629412550706825,-11.4394787900598,278.422421241416,2.85043692829488,203.414481442065,-0.00114914783138348,357.430860936981,6930745.75171422,0.128640414979455,62.2707102862132,32.9369952454432,9.81252319264333,0.296564738611361,19.6618270979723,18.6378807226428
"83","Greater London Authority","Greater Manchester Urban Area","Industrial Urban","1999","Winter","09","09","18",50.2675596266901,-2.43975699831011,-55.3006370167141,291.132506403503,2.78451047087203,99.016189421183,-0.660867757420571,225.307032349232,2952575411.74124,0.186002295633141,410469.511872813,19.528606606976,145552.509944609,1.02472861099096,41.1943816903487,18.8759576927493
"84","West Midlands","Leicester Urban Area","Background Rural","1990","Fall","12","01","09",51.9635632784597,0.973253299187065,-11.3996041327679,277.552461294198,4.19933074738042,300.577964886559,0.0184102229559542,62.3690253318823,-1319396.60382101,0.19864806079972,62.4845190695665,4.04545817799539,13.152326447408,0.255407275535004,39.9513951446676,18.772018964403
