sex,relation,is_parent,has_pets,age,mean_tr,median_tr,tr_per_month
2,0,0,1,31,707.5,390.5,9.5115234375
1,0,1,0,37,3196.8054716981133,500.5,10.612857730263158
1,0,1,0,28,2564.8005674846627,426.0,31.70102635782748
2,0,0,0,39,1447.8292877492877,500.885,33.59541863207547
2,0,0,0,41,17469.714285714286,30000.0,1.1154875654450265
2,0,0,0,43,265.0,200.0,1.7773357664233576
2,0,0,0,33,1869.0067845659164,619.0,15.24294384057971
2,0,0,0,24,450.1768943089431,139.9,29.33962088557994
1,0,0,0,30,1366.5722713414632,300.0,31.24661971830986
2,0,0,0,39,2775.9191596638657,1749.0,8.213125
1,0,1,0,31,3998.885893617021,500.0,26.34499309392265
1,0,1,0,37,2783.644156079855,517.0,26.494025473933647
1,0,1,0,36,2292.7966666666666,664.35,11.19847287735849
1,0,1,0,34,3970.096146179402,1000.0,14.450314471608833
1,0,0,0,59,6967.290924369747,1166.4450000000002,11.443880331753554
1,0,1,0,66,2995.049548022599,1550.965,16.835396484375
2,0,1,0,36,2434.092692307692,956.0,1.2930698529411766
2,0,1,0,34,3803.85866807611,500.0,24.27764228499157
2,0,1,0,31,3253.289166666667,2054.0,0.6107734113712374
2,0,1,0,36,665.0566666666667,249.97,7.023894230769231
2,0,0,0,29,624.94,400.0,2.592415220820189
1,0,0,0,22,1416.8858333333333,235.0,6.4077631578947365
2,0,1,0,35,1349.7635545023695,260.0,90.59502449059562
2,0,0,0,21,356.0684033613445,107.0,18.109940625
1,0,1,0,43,3661.163207855973,473.0,29.0577041015625
1,0,1,0,39,8925.221666666666,3000.0,3.92350341796875
2,0,0,0,50,21510.52631578948,17400.0,1.0271769538188276
2,0,1,0,40,4989.523849557523,500.0,11.04130617977528
1,0,0,0,28,5962.068356164384,1498.0,6.054201294277929
2,0,0,0,48,1747.0162642369023,845.0,39.29937683823529
1,0,0,0,22,4543.160138888889,628.2,3.778370689655172
2,0,0,0,43,1026.69,1026.69,2.0
2,0,0,0,21,958.5173684210528,499.0,2.5253302401746724
1,0,1,0,39,1504.8720588235294,990.45,3.2645228706624607
2,0,1,1,46,2516.3990860215054,574.6,53.32425824175824
1,0,1,0,28,2319.620608695652,735.3399999999999,11.12954093799682
1,0,1,0,33,2544.425662983426,800.0,34.5396512539185
1,0,0,0,24,526.3843333333333,174.5,2.2435042997543
2,0,0,0,45,1000.830623655914,524.0,45.50851085209003
1,0,1,0,41,1387.2285832349469,724.3,40.2813017578125
1,0,1,0,31,1888.916555555556,936.535,4.355037758346582
1,0,0,0,27,1332.1184615384614,440.0,2.735110887096774
1,0,0,0,46,3866.487995337996,1000.0,20.49830357142857
1,0,1,0,37,1263.2225925925927,996.5,2.029125
1,0,0,0,25,826.3834999999999,244.5,1.314767818574514
1,0,1,0,35,5299.814944444444,1124.65,8.908353658536585
2,0,0,0,56,1243.9354850746267,347.415,12.825601415094338
1,0,1,0,44,1192.3020706260031,576.0,33.03514481707317
1,0,0,0,37,2179.0491086691086,350.0,39.69395003980892
2,0,0,0,34,809.7423134328359,310.8,13.505103476821192
1,0,1,0,27,5514.027368421052,5499.07,6.218286290322581
2,0,0,0,38,2728.0508199121523,570.55,64.963705078125
2,0,0,0,42,1356.7690018484288,303.0,51.61865007836991
2,0,0,0,31,1439.5663157894735,799.99,6.354951923076923
1,0,0,0,25,545.5031024930748,300.4,30.95130105633803
1,0,0,0,35,2366.6666666666665,2000.0,30.436875
2,0,0,0,43,13072.840000000002,652.89,1.0495474137931031
2,0,0,0,44,2772.6851157407405,999.95,20.674103773584903
1,0,0,0,47,16000.0,16000.0,1.0
2,0,1,0,49,119.0,119.0,1.0
2,0,0,0,39,9018.775907335908,975.0,12.5129375
1,0,1,0,33,2579.0966666666664,339.5,2.254583333333333
1,0,0,0,56,16099.088620689656,9300.0,1.4662281976744185
2,0,0,0,23,37179.07142857143,36500.0,5.91828125
1,0,0,0,31,2046.289782608696,690.0,10.85345930232558
1,0,0,0,40,17000.485423728813,5000.0,6.651020833333333
2,0,0,0,31,19474.227692307693,3472.0,14.13140625
2,0,0,0,34,1320.5763146551724,422.95,28.88079754601227
2,0,1,0,36,639.245241046832,387.5,69.27012931034483
1,0,1,1,36,865.1670731707318,359.0,27.46975825471698
1,0,0,0,38,2076.176585365853,724.5,6.223999376558603
2,0,0,1,31,876.2356956521738,456.5,17.158042279411763
1,0,0,1,47,742.0279617834395,282.0,9.692879056795132
1,0,0,0,21,811.1785714285714,500.0,3.57080656424581
2,0,1,0,26,1174.6536986301371,902.4,4.8725699013157895
2,0,1,0,39,6782.839185022027,1500.0,43.5223346456693
2,0,0,0,38,8904.088322147652,524.0,7.558490625
1,0,1,0,34,2135.4089699570814,660.3,12.941226049270073
1,0,0,0,62,1043.131654676259,374.0,9.27790707236842
2,0,1,0,28,1093.967642857143,245.485,48.60641634980989
2,0,0,0,52,491.7857142857143,319.0,1.6079858490566037
1,0,0,0,52,5514.274742268041,1070.25,14.0589375
2,0,1,0,42,3935.6278,778.2950000000001,5.006064967105263
1,0,1,0,35,6623.906,2500.0,1.588563413361169
1,0,1,0,27,493.2473803526449,240.75,37.87912029780565
2,0,0,0,37,11898.168323170732,1114.0,15.697004716981132
1,0,0,0,28,1778.185842696629,123.8,14.03565738341969
2,0,1,0,41,5352.183369330453,2598.0,22.053635563380283
1,0,0,0,20,251.01911111111107,99.0,2.1914550000000004
2,0,1,0,42,3571.513881453155,731.75,50.695814092356684
1,0,0,0,20,364.0082608695652,179.0,1.1745773909395971
1,0,0,0,20,4850.0,4850.0,0.9365192307692308
1,0,1,0,28,4164.783006535948,806.0,7.356780213270142
1,0,1,0,46,601.8488023952095,179.0,14.119328125
1,0,1,0,60,594.630616197183,360.0,37.74704148471616
1,0,0,0,29,7690.371964285713,959.5,6.645087719298246
1,0,0,0,43,2318.629603174603,604.5,10.309264112903229
2,0,0,0,45,12221.42857142857,1000.0,0.6193550145348837
1,0,1,1,44,1490.6107520891364,595.73,17.12670552507837
1,0,1,0,39,836.3264864864865,624.0,1.7847295958795562
1,0,0,1,63,639.8116406250001,370.5,7.967116564417178
1,0,1,0,37,11628.634838709677,1874.83,5.952953470031546
2,0,0,0,23,372.0,372.0,1.0
2,0,0,1,57,3055.191149425287,1772.025,16.000049093655587
1,0,1,0,40,1706.939326923077,1286.355,6.866453362255965
2,0,1,0,40,1738.8640000000005,1408.5,1.482315340909091
2,0,1,0,26,2221.0673287671234,716.495,9.355334210526316
2,0,0,0,22,323.40936507936505,102.0,6.823925711743772
2,0,1,0,34,591.8427116212339,375.0,33.3037706043956
2,0,0,0,25,290.9729702970297,160.0,17.173879189944135
2,0,1,0,43,776.0198357664234,216.975,52.28654388714734
2,0,1,1,35,2489.3219664268586,989.23,21.04838619402985
1,0,0,0,31,28703.145,28703.145,0.1926384493670886
1,0,0,0,55,1411.9166907216495,425.0,46.42102004716981
2,0,0,0,45,48739.19904059041,33000.0,13.071938391442156
2,0,0,0,42,41280.0,40000.0,0.933646472392638
2,0,1,0,43,14288.937462235648,341.29,37.31335416666666
2,0,0,0,40,2228.5715,600.0,5.779153481012658
2,0,1,0,38,5201.999905882353,1391.1950000000002,40.55069553291536
1,0,0,0,22,3825.0,1750.0,2.484642857142857
2,0,1,0,28,1164.6147826086956,877.62,5.512189960629922
1,0,0,0,59,6385.519019607843,632.0,2.5828296589018302
1,0,1,0,26,1286.3847826086958,756.5,3.814976158038147
1,0,0,0,49,2478.5437755102043,862.5,13.589128701594532
2,0,0,1,48,1076.65,399.0,4.1270338983050845
1,0,0,0,29,1453.979393939394,344.5,12.634174528301886
2,0,1,0,26,684.7385647058824,231.0,36.85376602564103
1,0,1,0,19,808.5588073394495,246.25,45.86570564516129
1,0,0,0,58,25054.14285714286,5360.0,0.6895084951456311
1,0,0,0,37,6621.635533980583,643.98,8.42741431451613
2,0,0,0,58,4508.475384615384,5000.0,2.791388888888889
1,0,0,0,63,17684.841500000002,22000.0,1.9991379310344828
2,0,0,0,39,15817.706,1658.315,1.3961869266055047
2,0,0,0,32,1124.0223050847455,502.54,28.058994140625
1,0,1,0,39,911.5838422391856,444.78,18.867021884858044
2,0,1,0,39,1939.093823529412,1437.25,2.0780195783132527
2,0,0,0,24,1743.75625,705.0,3.33554794520548
2,0,1,0,29,686.5956363636363,208.6,60.44371565934066
1,0,1,0,23,475.9066571428572,271.125,16.723557692307693
1,0,0,0,26,874.2435483870967,194.5,20.36424010791367
2,0,1,0,38,1483.9503862660945,554.0,44.53244505494506
1,0,0,0,29,1365.330416666667,202.0,8.644792899408284
2,0,1,0,38,2019.4841658240648,793.0,47.25599587912088
1,0,1,0,38,2258.12125,721.805,10.306666666666668
2,0,0,0,59,3658.723064516129,1271.0549999999998,9.014743232484076
2,0,0,0,38,3000.0,3000.0,1.0
2,0,0,0,36,6115.486842105263,163.76,1.4314371905940593
1,0,1,0,35,2280.1549824561403,294.0,18.77599431818182
1,0,0,0,54,4220.764302325581,1379.29,9.51844090909091
2,0,1,0,37,1611.4952577319586,718.79,15.2184375
1,0,0,0,66,2753.581935483872,2000.0,1.6409445652173913
1,0,0,0,41,1244.6638461538462,654.0,20.82523026315789
1,0,0,0,57,204.835,184.38,121.7475
1,0,1,0,32,1926.771176470588,1446.0,2.587134375
1,0,1,0,33,1178.7446913580247,847.67,4.035003068739771
1,0,1,0,34,949.0866666666668,211.75,1.0979233466933869
2,0,0,0,44,399.4773840769904,158.5,54.95947571090047
2,0,0,1,32,620.4757247037375,238.0,52.58149901574804
2,0,1,0,52,2147.824007858546,573.0,24.359071344339625
2,0,0,0,22,705.9200000000001,500.0,7.826625000000001
2,0,0,0,25,571.2012500000001,171.865,14.346042993630572
2,0,0,0,49,1105.4663636363637,465.0,5.231337890625
2,0,1,0,44,9993.279999999995,1093.27,1.808748719262295
1,0,1,0,36,1422.6432300884956,361.4,23.8844921875
1,0,1,0,32,1231.383981042654,299.9,30.198341496865208
1,0,0,0,63,10529.52318696884,4332.6,33.628221830985915
2,0,0,0,39,1111.3945714285717,329.95,23.008436825054
1,0,0,0,36,233.46281767955804,149.36,62.60311789772727
2,0,0,0,56,1030.4296217494089,151.335,40.42322802197802
2,0,0,0,42,2442.0134375,598.04,12.32886075949367
1,0,1,0,41,1313.33625,784.0,0.8130050083472454
2,0,0,0,61,1036.8140581542352,500.0,37.6180751953125
1,0,1,0,31,1235.344074074074,918.36,2.513136467889908
2,0,0,0,24,1478.4636030828517,298.0,24.75977762539185
2,0,0,0,25,668.9705546751189,119.0,41.12562767665953
2,0,1,0,30,1345.5053344917465,297.0,54.9104124216301
2,0,1,0,35,484.5506837606839,325.94,6.06663436967632
2,0,0,0,35,8954.381147540984,9700.0,3.03374080882353
1,0,1,0,34,967.7416091954024,802.1,7.215280994550409
2,0,0,0,25,687.4097727272728,290.25,3.915855263157895
1,0,1,0,36,2306.8326530612244,1286.5,3.329033203125
2,0,0,0,24,915.4561089494164,192.68,29.97040948275862
2,0,1,0,37,2906.327142857143,3641.55,0.4035191761363636
1,0,0,0,52,2735.7449180327867,892.0,8.037443181818182
1,0,0,1,57,2123.7264634146345,998.5,27.46975825471698
2,0,0,0,39,3884.125,3050.0,1.5030555555555556
2,0,0,0,29,763.5121141649049,314.15,45.059911971830985
2,0,0,0,26,521.0250549450549,275.0,35.97085227272727
1,0,0,0,27,1922.4205263157887,470.0,5.305510321100917
1,0,1,1,28,1746.865765606596,273.5,85.85018895348837
1,0,0,0,54,1371.1221348314607,344.0,22.66846757322176
1,0,0,0,28,931.7639820742638,218.0,37.200625
1,0,1,0,42,1951.736875,1082.0,1.3269482288828338
1,0,1,0,38,5350.759999999999,996.0,9.4209375
1,0,0,0,61,2262.731020408163,778.565,5.047062182741117
1,0,1,0,37,2363.5247831800266,609.5,36.30479917711599
1,0,1,1,56,791.3619369894982,275.5,41.14258970820189
1,0,0,0,51,1894.8109626274068,300.0,41.9933759765625
2,0,0,0,29,45956.07463157894,11800.49,15.800563524590164
2,0,0,1,23,216.28129032258065,150.0,3.1037602796052632
1,0,0,0,34,975.6847285067872,509.75,42.23892857142857
1,0,1,0,35,879.0442307692308,649.0,5.467072538860103
2,0,0,0,26,515.3252661596957,242.0,28.53796122994652
2,0,1,0,34,808.6663306451613,381.0,47.4738679245283
2,0,0,0,35,1014.4013824057452,358.945,53.1452644984326
2,0,1,1,52,4126.757920792079,2000.0,14.54632985015773
2,0,0,0,35,300.0,300.0,2.0
1,0,1,0,42,710.40875,425.545,2.89875
1,0,0,0,48,1616.3176767676766,944.5,14.191133241758244
1,0,1,0,41,1532.1705263157896,996.0,1.009250654450262
2,0,0,0,41,878.2382417582417,539.5,12.705301032110093
2,0,0,0,48,7383.0,1600.0,0.4697048611111111
2,0,0,0,29,619.3748008385745,319.8,22.791820054945056
2,0,0,0,30,3861.437352941176,570.5,1.82836351590106
1,1,0,0,65,9896.17586419753,4081.72,7.801857199367089
1,1,0,0,63,16740.0,7800.0,2.1914550000000004
2,1,0,0,57,893.7929255319149,168.0,12.226778846153849
2,1,0,0,23,250.0,250.0,1.0
2,1,0,0,53,1210.6951515151516,800.0,11.79684249161074
1,1,0,0,69,2610.174,341.52,2.4745426829268293
2,1,0,0,37,6196.446212121213,3000.0,4.70452868852459
2,1,1,0,42,1335.1178488372093,499.95,17.108308823529413
1,1,1,0,56,15242.104444444443,17000.0,1.365109011627907
1,1,0,0,29,1207.17,501.35,15.2184375
1,1,0,0,21,2883.4761904761904,1014.76,2.068525485436893
1,1,0,0,69,1928.3536923076924,329.8,12.805157766990291
2,1,0,0,31,372.5,450.0,11.067954545454546
1,1,0,0,43,11508.335405405409,9500.0,3.704488075657895
2,1,0,0,56,11284.843698630137,12000.0,3.5550270000000004
1,1,0,0,20,173.44854838709676,97.85,3.700169117647059
1,1,1,0,40,816.7692307692307,393.0,1.3932372359154928
1,1,0,0,30,10318.283636363636,6500.0,2.829343309859155
2,1,1,0,42,1341.8058557457211,666.06,39.08534340659341
2,1,0,0,33,1201.2418036072145,345.0,23.88050412735849
2,1,1,1,44,2296.177577464789,652.07,17.096662381329114
1,1,0,1,62,611.9299298245614,360.0,34.15161171259843
2,1,1,0,48,779.5659314179796,182.96,51.55633928571429
2,1,0,0,28,2044.8696551724136,507.0,8.327069575471699
1,1,0,0,50,37268.3,23750.0,2.415625
1,1,0,0,49,2153.3134285714286,1300.0,3.447542475728155
1,1,0,0,45,2000.0,2000.0,0.2279915730337078
2,1,0,0,30,2782.2702222222224,458.0,2.415625
1,1,1,0,45,956.9141459627328,400.0,31.063942155309032
2,1,0,0,57,2422.093208955224,1159.0,6.422899606299213
1,1,0,0,43,38099.0,38099.0,1.148561320754717
2,1,1,0,26,362.7536087267525,178.25,132.97109765625
1,1,0,0,25,1060.5652,400.0,5.275021663778163
2,1,0,0,29,661.9629442970821,139.98,53.37070639534883
1,1,0,0,30,2501.212307692308,1000.0,10.69403716216216
2,1,0,0,29,1079.2946582278482,325.0,33.962049788135594
2,1,0,0,31,1983.1377777777773,170.0,27.52746783088235
2,1,0,0,59,6234.270476190477,1800.0,2.3242704545454544
1,1,0,0,27,2448.573307086614,233.5,15.555264084507042
2,1,0,0,25,1534.3605172413793,500.0,2.976962478920742
1,1,0,0,49,1588.054345047923,1243.97,16.147020127118644
2,1,0,0,40,19748.73015873016,15200.0,3.063135982428115
1,1,1,0,42,914.8023426061492,200.0,32.997437500000004
2,1,0,0,31,696.3939538239539,307.35,66.12148706896552
1,1,0,0,22,5577.272727272727,5950.0,1.389234958506224
1,1,0,0,38,599.4019850187266,400.0,12.838302725118483
1,1,0,0,47,3701.72700348432,890.0,41.72953722133758
2,1,0,0,33,1581.2779999999998,748.0,5.43515625
1,1,0,0,27,1524.8736842105263,124.75,12.571752717391306
2,1,0,0,30,2091.9560869565216,3000.0,2.789036354581673
2,1,0,0,40,3907.142857142857,2000.0,0.5380255681818181
2,1,0,0,50,1116.7483827751196,449.0,52.57278409090909
2,1,0,0,36,27828.162162162163,24882.5,3.644544902912621
2,1,0,0,27,3458.092825112107,1199.0,10.722627369668244
2,1,0,0,28,5334.61896103896,534.0,6.040307667525773
2,1,0,0,30,912.553046357616,509.0,28.311918634496923
1,1,1,1,33,1540.4977496038034,514.14,30.436875
1,1,0,0,32,1034.279104477612,185.0,6.752551738410596
2,1,0,0,33,7138.4073684210525,652.5,2.054353907637655
1,1,0,0,44,9004.158536585366,7000.0,4.025522177419354
2,1,0,0,33,567.7133333333333,603.0,6.522187499999999
2,1,0,0,32,864.2610575139146,339.5,54.59392886855242
2,1,0,0,53,2219.022039473684,467.91,7.414110576923077
2,1,0,0,42,1020.0109302325582,487.0,5.11244384765625
1,1,1,0,36,1525.2199999999998,961.615,1.449375
1,1,1,0,35,4538.132432432432,1538.0,2.3267858987603307
1,1,1,0,59,2930.3413015184383,1000.38,21.992788989028213
1,1,0,0,23,1512.0860425531916,520.0,21.224527077151336
2,1,0,0,48,3625.956875,1380.75,2.463693086003373
2,1,0,0,47,4124.282307692308,1045.0,3.146555666003976
1,1,0,0,35,569.79125,279.97,20.80495253164557
1,1,0,0,49,7776.438127659574,4527.0,11.371487480127186
2,1,0,0,20,573.72225,302.0,1.926384493670886
2,1,0,0,31,1933.4414569536425,600.0,18.60715840080972
2,1,0,0,56,19000.0,15000.0,0.3785680970149254
2,1,1,0,29,1782.3095639534884,900.0,49.0794609375
1,1,0,0,22,193.61,155.945,1.164541304347826
1,1,0,0,37,41000.0,35500.0,19.023046875
2,1,0,0,20,184.0289189189189,127.0,4.559369939271255
2,1,0,0,39,2797.4703862660945,1406.1,11.2568125
1,1,0,0,62,8841.930980392157,8900.0,2.762065169039146
2,1,0,0,35,612.6038671875001,200.0,49.00528301886792
2,1,0,0,31,1013.0945,411.0,21.740625
2,1,0,0,25,1615.9872641509437,297.5,16.89166884816754
2,1,0,1,41,314.6666666666667,202.5,36.52425
2,1,0,0,38,3544.3291944444445,235.1,17.201373626373627
1,1,0,0,53,3415.7600227272724,1268.035,21.0239010989011
2,1,0,0,48,6701.2344907407405,156.8,17.81670731707317
2,1,1,0,31,1796.1285666387255,478.0,68.51168278301887
2,1,0,0,34,5227.276923076923,872.615,5.359088600451467
2,1,1,0,43,2105.825069767442,500.0,20.94057
2,1,1,0,38,3071.1676119402987,400.0,3.2524252392344497
1,1,0,0,63,3859.721805555555,686.655,4.382910000000001
2,1,0,0,40,1497.7262809917356,500.0,20.46034375
2,1,1,0,28,1731.9920833333333,830.55,2.2270884146341463
2,1,0,0,34,986.841859504132,300.0,69.37887362637363
1,1,0,0,60,1850.6437261146496,425.5,15.340575842696628
2,1,0,0,49,2152.7220560747664,645.0,5.400904850746269
1,1,0,0,34,15705.75992248062,2409.0,7.609218749999999
2,1,0,0,35,1241.224803256445,369.0,35.27040389150943
1,1,1,0,43,1018.2369230769232,838.58,0.7273517922794118
1,1,0,0,47,20360.683777777776,20000.0,4.83125
2,1,1,0,22,1810.834237288136,400.0,14.207085640822784
2,1,0,0,19,508.7025,104.5,3.514360824742268
2,1,0,0,23,343.09842105263164,356.0,27.538125
2,1,0,0,58,5976.897066666666,2400.0,5.396609042553192
2,1,1,0,44,1433.707079124579,299.0,70.6230615234375
1,1,1,0,27,785.4732369942196,234.0,49.6752771226415
1,1,0,0,32,4323.317254901961,902.0,6.591425159235669
2,1,0,0,29,35950.0,27000.0,2.350337837837838
2,1,1,0,22,2033.2896226415096,291.0,2.786104274611399
1,1,1,0,33,1194.084146023468,561.0,36.93842266613924
1,1,0,0,60,1613.0157821782177,480.0,24.05418133802817
2,1,0,0,30,3991.0,3991.0,0.5853245192307692
1,1,0,0,68,1533.9670940170945,1089.0,12.695594919786096
2,1,1,0,30,1169.0199999999998,359.57,4.05433277027027
1,1,1,0,31,690.7965,672.415,2.049621212121212
2,1,0,0,57,920.5519622641508,359.0,47.16825657894737
2,1,0,0,34,7073.828888888889,405.0,4.950576054216868
1,1,0,0,48,930.1660317460318,435.0,11.191769212062256
2,1,0,0,47,15067.444444444443,18000.0,2.1468015282131665
2,1,0,0,36,280.99890502117364,90.0,83.02335705445545
2,1,0,0,30,7715.8598,1881.05,7.167239010989011
2,1,1,0,30,1822.3290202177293,500.0,30.86894420347004
2,1,0,0,28,640.1028240963855,234.0,102.36064120745544
2,1,0,0,32,1447.87662109375,580.0,24.57993690851735
1,1,0,0,52,463.23735849056607,210.0,2.670785389072848
1,1,1,0,33,2458.4716169154226,604.5,23.89770263671875
1,1,0,0,65,22491.176470588234,19250.0,1.647856289808917
2,1,0,0,34,6106.461325301205,1438.77,11.509160022779042
1,1,0,0,61,994.4456666666666,375.86,10.325918820678512
1,1,0,0,44,2387.8016129032258,1000.0,4.625211397058824
2,1,0,0,53,6466.921976047904,2000.0,7.967019004702195
2,1,0,0,60,7216.129032258064,4900.0,4.521772164536741
1,1,1,0,39,1669.602791327913,313.5,17.8273125
1,1,1,0,53,1060.5316212121213,367.5,31.58543632075472
1,1,0,0,59,8260.396044776118,3000.0,6.453388053797468
2,1,1,1,48,1737.382,883.5,13.575132042253522
2,1,0,0,22,3125.3250000000003,850.0,1.98628358925144
2,1,0,0,21,1000.0,1000.0,1.0
1,1,0,0,24,1501.0394406779662,708.78,28.23546580188679
1,1,1,0,24,1344.263488372093,335.0,6.405149877650897
1,1,0,0,22,1198.0734,552.0899999999999,2.557720588235294
1,1,0,0,46,24047.14608695652,4500.0,2.3811160714285715
1,1,0,0,41,1964.387714285714,205.0,10.695689006024097
1,1,0,0,23,1816.138178807947,265.65,14.54420292721519
1,1,0,0,23,560.184847161572,249.0,13.251034933460078
2,1,0,0,36,1141.109377104377,426.5,28.652145404120443
1,1,1,1,42,980.2301408450704,504.0,3.424751386687797
2,1,0,0,27,1704.0,520.0,152.18437500000002
2,1,0,0,22,1251.3894482758622,66.0,8.4546875
1,1,0,0,25,749.1198443579766,200.0,29.35188320825516
1,1,0,0,65,14925.04,1002.0,1.5088365384615383
1,1,0,1,46,1234.8635135135137,795.23,21.181775078369903
2,1,1,0,41,1654.0018181818182,924.0,0.7804326923076923
2,1,0,0,39,4264.414871794872,597.99,11.216108267716535
1,1,0,0,61,1793.2143675889326,424.855,24.291890772870666
1,1,1,0,61,832.8712718600955,403.26,30.878700604838706
2,1,0,0,49,500.0,500.0,1.0
2,1,0,0,34,1486.5396583850932,271.4,18.526793478260867
1,1,0,0,31,821.51607028754,190.0,30.19569532488114
2,1,0,0,22,234.76737470167063,112.0,28.3401125
1,1,0,0,45,21527.777777777777,10000.0,0.7694715589887641
1,1,0,0,54,803.2716786226686,408.6,33.8349312200957
