Treatment,SproutN,BunchN,GrapeW,WoodW,SPAD06,NDVI06,SPAD08,NDVI08,Acid,Potass,Brix,pH,Anthoc,Polyph
T1b,-0.244229908840026,-0.417851242747,-1.23890961257783,-0.560349581538042,-0.149852852355793,-0.240367170080933,-0.197957064764999,-0.129217912309696,0.205332913935449,-0.0795481612728359,0.0469774278182828,-0.0446517770275157,0.37882536500507,0.10899307643981
T6b,0.257716483003413,0.0842553894669376,0.381916492891395,0.141813686295963,0.100580408421465,-0.0524439974703948,-0.0828781183010827,0.0805778592363915,-0.278426822591165,0.126567832237088,-0.0259412970710156,0.090736150344267,-0.462986768488555,-0.44817841500386
T1b,0.0905890160143546,-0.535100021110398,-0.28373910985685,0.508160031218906,0.123445529806768,0.162379785639443,0.219523236869555,0.118615370863836,-0.102491977990777,0.0621276321033328,-0.0809102794757663,0.0138617925128951,-0.099669124982271,-0.0981892421235735
T5b,0.194073957062294,1.03967198602483,1.47767209348171,0.50311762566708,0.169445776086619,0.170167774993588,0.0802659244211421,-0.136768684284174,-0.0808653389437623,0.0440401423401128,-0.193594378818261,-0.0034135403876379,-0.44516933181449,-0.717160713528323
T5a,0.0948263752377244,-0.213901352096163,0.40961635082392,0.158479382451079,-0.0542130056032653,0.102444192701185,0.131918054486428,0.0973671525560254,-0.0507122085178524,-0.0039067240250904,-0.0733431628486158,-0.0225982331629528,-0.300095714770355,-0.568145911720505
T3b,-0.0207663369965903,-0.285946537537733,-0.732205616114348,0.214128910780994,0.132511523926571,0.0124315365001624,0.0071295847573993,0.0039127164843052,-0.302307645377351,0.0901671630739133,0.261999848192038,0.101436690158575,0.027652235594448,-0.128624588277849
T5a,-0.0449954709478006,0.311203496969327,-0.20364276931869,-0.0005307498947059,-0.0173711118692066,-0.0065644263131608,0.14251787101715,-0.024690162023897,0.180900342566385,0.0089059713676937,0.0312454304271102,-0.0374293038321549,0.0808194052307418,-0.0501924646531008
T4b,-0.193425666642119,-0.192396379275515,-0.417084263370332,-0.379540988785653,-0.148189136504155,-0.0335355709430015,-0.152919041484677,-0.200190674029283,-0.0525792058787524,-0.164853618065598,0.118030073927823,0.0117567287777626,-0.035616496345512,-0.0083221453108184
T4a,0.0088357701294418,-0.368246003517819,0.217384437084437,0.246169197700477,-0.0516510511012037,-0.0877656429870867,-0.0501176756607428,0.129219988889564,-0.0963256375144932,-0.118546242220727,-0.0167272161434424,0.0254640333796747,-0.23446521380054,0.0384318748261157
T2b,-0.0506153630297388,-0.611769677603348,-0.685969766344892,0.672797053111653,0.127939591300874,0.034626835787075,-0.0464674644370952,-0.249285963026425,-0.0284513367085664,0.163548034168385,0.0300850614824874,0.0140121931534617,0.0933710303724806,0.0333124239366555
T3a,-0.134603797426301,0.0709631157724422,0.534525688751382,0.634799225400351,0.124319573551063,0.0290745974772049,0.0809905265835952,0.0077680685533118,-0.0683324890074763,0.0487670283732911,-0.0852995390535204,-0.0002255589170497,-0.498356289912637,-0.330130763431587
T3b,0.0537434864511066,0.0270773762369045,-0.574015944285844,0.233563003965599,0.0144101503176373,-0.104875892186851,0.120182881388481,-0.0643685329573883,-0.0651390491256219,0.158788957618841,0.0872904004411369,0.0217401381667838,0.265778378590417,0.284005552217022
T1a,-0.217970187662078,0.155797948999037,0.0820070511620814,-0.831491971198515,-0.152409033912604,-0.0890543207213049,-0.137194295276498,-0.196725278083588,0.420074634481237,0.020517865505156,-0.0986347129889066,-0.117483567077532,0.613600495249561,0.402005622242034
T1b,0.179001248040025,0.727600855514822,1.07403533628953,0.538231272656478,0.164000175736916,0.020928371824784,0.11220068367763,0.0699777406071336,0.180509258472124,0.192220311736449,-0.0062169692031036,-0.0214681066694154,0.0860329014491011,0.228926190041176
T2b,0.0903036268396284,0.186281761492106,0.649403953137123,0.43894644709565,0.12281080094851,0.0391394023459091,0.0555710078860327,0.102544312797612,-0.387850748553656,0.0979602454518529,-0.002198135190548,0.0722513206433558,-0.517422377690768,-0.304344666987309
T1a,-0.188237115817752,0.206552527654764,0.354803424173307,0.175559437918242,-0.128131897475341,-0.0166543372228041,-0.0655111981652002,0.0677887013051656,0.199151785986425,0.138028888127268,-0.108047964832778,-0.0187526296020522,-0.250240478381269,-0.172829063947347
T1a,0.125253182555586,0.400842790764172,0.525500273791122,0.289049622739385,0.144855818666971,0.154163218988344,0.143430607108744,-0.0626105769972548,-0.077066949892708,0.110851104022887,-0.137173636898686,0.0331558452316674,-0.79964962419163,-0.590012617600487
T5b,0.42834044543217,0.397359172209751,0.145681544832177,0.0603266902103262,0.0577242414458212,-0.0092771055272444,0.11150999691591,-0.0829979183773831,-0.232788082223051,0.0141858897654708,0.114883938239007,0.0963936568091712,0.122082179325863,0.477392483533934
T4a,-0.104608115306431,0.155919103750267,0.359031027321908,-0.104280571826531,-0.129789294165964,-0.0171557175887097,-0.0783826503656164,-0.0266672503836561,0.0321282022168501,-0.0093926421935263,-0.0533137697302547,-0.0263961683426973,-0.220952926504913,-0.270257007363657
T3b,0.169815015694456,0.176828500796695,0.458030820567569,0.0824645828295478,0.108314634775602,0.0049937525908654,0.0941693980369673,-0.0518581739905464,-0.243661237541378,-0.347135205826563,0.0643302395112062,0.0581003575321777,-0.378111589755088,-0.517400758575193
T6b,0.110804887379724,-0.189571685165201,-0.347477444024336,-0.381669905649604,-0.0098287047805501,-0.076594459410299,-0.0509736573933522,-0.168651050258829,-0.0085343052012692,-0.0740161757275847,0.0126841383955588,0.0094701964689872,-0.138285397810495,-0.17975156143838
T5a,0.0273065751625836,0.436233572458211,0.570743286140058,-0.302185120496431,-0.0738322095361639,-0.0054086434206554,-0.0722339757270205,0.101562982311766,-0.0492073558447219,0.0456619831052124,0.0308230482304773,0.0107390835929365,-0.158728141640445,0.0062198757921375
T2b,-0.370015852961712,-0.458663292566861,-0.821191327213044,-0.800675628209889,-0.0643719522656273,-0.0518132216487685,-0.0288729633505516,-0.0178540129154278,-0.0749198505314118,0.212989655943411,0.119030017428475,0.0363166715003562,0.153583527110946,0.11167110759861
T8a,0.240363831167554,-0.149321055032066,-0.599333089663073,-0.126827083083999,0.0405490416152082,-0.0090429093616775,-0.0084477528225503,-0.131205328078204,-0.0878387518052594,0.233635085747192,0.139785671357107,0.0464280458116554,0.378719749332232,-0.0709053639139772
T2a,-0.28003870558746,-0.654973500575002,-0.649941399189913,-0.527157487329276,-0.0553731096589299,-0.0169104452075404,-0.0578854429752081,0.0271684487921721,-0.0595966143745006,0.0218843576686046,0.0482487069997364,0.0020180197506967,0.615449933921275,0.383238293631381
T2a,0.0235420978953448,-0.326960780125271,-0.351301775696559,0.260369315479155,0.104085970722673,-0.0441598270335001,0.114460636880353,-0.12109068268338,-0.0124243926809275,0.116319452862599,-0.134026948067283,0.0072311199245137,-0.306990468372306,-0.336715598523274
T2b,-0.550717341103545,-0.305411524625621,-0.130407439438632,-0.107168179987622,0.0692492429065261,-0.167474026507924,-0.0601581423343114,-0.103628156305931,0.194960331303655,-0.0729661736731406,0.0728726239693904,-0.021502142730544,-0.0876964648467363,0.151933898554417
T3b,-0.299645292901525,-0.305974274742906,-0.838882191696049,-0.322360124294634,-0.0344441635603978,-0.0982990363296629,-0.127965774869965,-0.177816289722537,0.0855639243368808,0.0768679166692268,0.261412537359266,-0.0093574982913751,0.396676153404345,0.372019752251405
T4b,-0.244296835239542,-0.524507435281193,-0.481496503368491,-0.562041374018177,-0.0490871185808513,-0.0958487311527732,-0.144978885044613,-0.0155054110561742,-0.0257613359486412,-0.0714897209008863,0.0783546978627506,0.0115167972234987,0.592021933405844,0.1656892410501
T7b,0.216739309177019,0.199159346371011,0.819617683928163,0.631442548881157,0.113230783370051,0.222233331881625,0.193276004011738,0.127633364728661,-0.0351467579447384,0.0052315043984078,-0.0106893795745503,0.0465570282693104,-0.27244955136422,-0.200662263562028
T6b,0.272809299196016,-0.0921140767736334,0.046933331707499,-0.150090864370001,0.106855058422914,0.0648041052656056,0.0803445511884107,0.0829740622552137,-0.0232318063840253,-0.0555337395719775,-0.0258778718665412,-0.0194097445878356,0.150265694103603,0.173723272053621
T6b,0.214440791207996,0.603621419315374,-0.16462332072523,0.172327008145642,0.166656706401728,-0.0550122682708002,0.0904508653297239,-0.0485617760680929,0.101071442521812,-0.222190534839528,-0.0219260497468193,-0.0255858825513598,0.0198057703674574,0.115240273324069
T4a,-0.513524856389346,0.0451903364780124,0.0796277957891189,-1.12171623759322,-0.400263711270902,-0.116113824995055,-0.266260269131842,-0.206115153965958,0.25421404250024,-0.0899999460835668,0.0160816758065566,-0.0744787908783855,-0.0237894736510321,0.0584195131145324
T7b,0.221199783181975,0.389461856506559,0.268177913585349,0.645313470750042,0.183327076590744,0.0174891715212403,0.219167538798401,0.203820318537293,-0.0229428379951998,0.173203765307003,-0.0669111193433853,0.0202877841234618,-0.682376605599408,-0.407698742649913
T5a,-0.0137148931540746,0.587051782498746,0.521246457170708,0.499302080444137,0.0069446288938921,-0.103194109796478,0.0845810856772312,0.0957572564529275,-0.0281964465342754,-0.106301517998602,-0.0464391465521143,-0.0134443553329419,0.206108885370604,0.0723316486447785
T6a,-0.144764163489748,-0.259312961525612,-0.542310253058968,-0.993294895608707,-0.168531870332296,-0.0705857687953063,-0.22156251514637,-0.123277733435286,0.158664194980187,-0.287648089244036,-0.0994551377795266,-0.073180678516583,0.134126794010399,0.137986582603787
T7b,0.101967888099122,-0.26899476019455,-0.471039960093378,-0.0501389072805717,-0.054737537149029,0.131505275095385,-0.0137532429650173,0.0680687486599127,-0.0510006631875168,-0.0547116696303489,0.0959372893656492,0.0392178654466324,0.582726410248581,0.476124763619214
T2a,-0.134883285068309,-0.479031685247029,-0.532136240769154,-0.638770339181141,-0.0926813865385041,0.0227878726584991,-0.142925085860234,-0.16818077393978,0.0143995383191836,0.208697120383563,0.0791607985194663,-0.0043809642567069,0.399275904583539,-0.262838573469847
T6b,0.0798233759934079,-0.0755130818263177,-0.399261474505612,-0.0033589187968363,0.038937343665969,0.188415395613185,0.0780233211069876,0.0460163315574425,-0.179779741264507,-0.110400514643316,0.08134137716832,0.0627106387651949,-0.100354040043123,0.0046585648942864
T1b,-0.0567615098466888,-0.29635384328279,-0.583697202281817,0.388149487650427,0.193735422899592,-0.012344039655924,0.116483214493567,0.0028027288262179,-0.220239129353799,0.537772110509041,0.0005454518905592,0.0819702495912735,0.218228914684227,0.341433596931197
T6a,-0.0956328876849296,-0.332522422218521,-0.12808054781782,-0.175865289433966,-0.0889296093146141,0.187833134671044,-0.137933920307719,-0.0990964299994206,-0.0055773314010864,-0.0711468539346837,-0.0387737746143597,-0.0087593126065889,-0.114531492135591,-0.238340798744194
T8b,-0.112258310145957,0.0575889531891158,-0.436481353675151,-0.552425463951379,-0.149876598058168,-0.168421855396673,-0.150283137505916,-0.0597932581312414,-0.0356812408717247,0.0135770622002086,0.0517680238862598,-0.0340669737186167,0.107444915547387,-0.0945021332955926
T5a,-0.279479092574962,0.0353817495241175,0.13635025613695,-0.617999659841283,-0.30337625778374,-0.0049399474515912,-0.194327886817761,0.0322322065698054,0.0097807037788433,0.0179748182658637,0.0104686345120548,-0.0545864271732442,0.568904752161717,0.321116473687826
T4a,-0.204050886350309,-0.0598469155680073,-0.358358867095106,0.191500250951438,-0.0590590925649418,-0.185363656025412,-0.0683533477114725,0.0762458389552088,0.10062761237475,-0.0053451429423059,0.0026173345395377,-0.0092212947564564,-0.149418795616498,0.182948010708736
T3a,-0.0099969820301619,0.48677010763543,0.751669854378284,0.74753673866253,-0.0011871222924682,0.0816596368839755,0.0943916902386822,0.135454391169065,0.0856886454415263,0.0572284058543596,-0.0465375485426575,0.002208124986902,0.0983820012625347,-0.0470305909284558
T8b,-0.0902445724756926,-0.108259290700745,0.749536108566431,0.544828052439717,0.0772986873367882,-0.0222281679157324,0.170145349606016,0.0511589760137701,-0.115635528668749,0.0554497426746438,0.0624577869040857,0.0409645677788369,-0.476203394491503,-0.385864030147517
T7a,0.0473714900222714,0.194789671240294,-0.0548950769658871,-0.0487265516376124,0.0830741334538432,-0.0213887743387123,-0.0477106858378472,-0.186991098763729,-0.0220583081525643,-0.148636079650877,0.0371008203025604,-0.0008227088958771,0.131157029719655,-0.0532797324574406
T3a,-0.101620240768861,-0.308044575308774,-0.0990844044832005,0.445620612709985,0.0963358648914758,-0.0320902163887592,0.0320505275271795,-0.0637042143504992,-0.117601176806719,-0.117801951251873,0.0387614588487485,0.031041057421308,-0.0021696123275358,-0.0467379515159717
T8a,0.0794027981791784,-0.0699952467651498,0.0025595573660896,0.130408338971573,-0.136430801432852,0.0398958267406312,0.0437587194582888,0.223447415970746,-0.0809309451623994,-0.25817659596263,0.0865783227428144,0.0307480538117668,0.222428316959555,0.113161726389649
T1b,-0.263370503561878,-0.385717599694579,-0.542769521942331,-0.381401497420366,-0.210567957823349,-0.0177513564438383,-0.139347675687341,-0.0802992667051243,0.0368623368762774,-0.132340827824271,0.0364348180965366,-0.028098260549194,-0.0988444542263939,0.342039007671914
T4b,-0.321019849807962,-0.577101164733318,0.08213151201803,-0.1038720310176,-0.118085951509518,0.120303228568575,-0.0616584983733958,0.0647374715349157,-0.14628592015418,0.0709233150918653,0.0067863703644441,0.0229182876292201,-0.0345090109527093,-0.0645237920997407
T7b,-0.14030825667005,0.0380665013759486,-0.17750419351259,-0.0726786971883538,-0.130233613593002,-0.0320500165700011,0.0427179287322789,0.112154825959054,0.174382831229646,0.008484068737276,-0.0106282514765988,-0.0026475558192512,-0.280827249264387,-0.173069408743838
T1a,-0.145527977679305,-0.263763956876169,0.618475602484434,0.657116833810062,0.198437181500561,0.280347036128633,0.26697694288156,0.102087460803993,-0.0225168787087073,-0.0645794468776658,-0.166462015740741,-0.0204693386474237,-0.498684882696085,-0.261939657819266
T6a,-0.29061235479205,-0.560557168616642,-1.04295053984704,-1.0097458365807,-0.210568651888119,-0.0110677533891708,-0.216022664039614,0.0061245842490635,-0.007136964035889,-0.0309865770799677,0.055688114215053,0.0070707860472572,0.895630559075043,0.379682023904674
T4b,-0.0948008797541269,-0.614784834672729,-0.29896408429327,0.0782977657232963,-0.031107218237152,0.203672304189195,0.0911555484680169,0.17020677163442,-0.0348138236673694,-0.0541903979728415,0.0935365493969939,0.041212460484628,-0.229476595881124,-0.0209141393977282
T2a,-0.156764411718967,-0.341676187828191,0.409255279526652,0.418201366238129,0.118076985981593,0.0945290761242966,-0.0297824542008241,0.124485471274637,-0.0727225129321215,0.10552134464718,-0.143922063539475,0.0144413165055536,-0.228074168453762,-0.311193083423193
T3a,-0.289891610190339,-0.286158928204528,-0.780377046112252,-0.692164624905251,-0.165008943469318,-0.184993967547739,-0.197540645423328,-0.182748425945412,0.113164742221349,0.173272059005591,0.097962132213248,-0.0278059996199437,0.687712567444387,0.457191347191145
T5a,0.148236674553007,0.442056411688807,0.841921179938073,0.268148018823136,0.0490213258214962,-0.090081534000436,0.0292383104760893,0.16801574195342,-0.113522807968818,-0.0538342985253134,-0.0485198992064779,0.0336220200559022,-0.162635925399919,0.0218706322288404
T8a,0.540288811213922,0.744748430413974,1.54994591715518,1.1408190945871,0.350427266173713,0.308072770102452,0.417577956421827,0.108570875547181,-0.18599141090367,-0.0257325879709396,-0.091417047390368,0.0335207569460848,-0.772657306585819,-0.747019025556693
T2b,-0.170433570233935,-0.642262290640148,-1.10813688838383,-0.741578358446326,-0.0775039781691011,-0.07737829872088,0.0715968644223235,0.322326054073584,-0.142076350774187,-0.0795617498097187,0.146292931030739,0.0061941318083296,0.582337197214198,0.322852453838466
T6b,0.366916260557352,0.238264656283346,0.552490730262471,0.699089744499795,0.111801065754227,0.0373357493689488,-0.0618472944392894,0.11683731172339,-0.0331432261267599,-0.086689768655717,0.0936648244395901,0.0454619503044162,0.350214213065287,-0.0319509764191837
T4b,0.0482916698717626,-0.130918526696676,-0.0192004396027163,-0.286693189851945,-0.0937172465200865,0.0526353662713844,-0.0243636607286251,-0.0342456173077216,0.0862203288197612,0.142326246725633,0.0352893152529007,-0.0104517535189891,0.711070106778236,0.340605154928399
T7b,0.175179612021756,0.570265960211094,0.746857028664361,0.242095679808051,-0.108551573371325,-0.0574797964973556,-0.0277201185545892,-0.159233948600682,0.200323207800489,0.0554823447723893,-0.0309342862754284,-0.0594399527432457,0.522663961059663,0.255089474278221
T8b,-0.143138095765939,0.0461300992924594,-0.543605278806962,-0.274660024645013,-0.0839365301827513,-0.19976767140064,-0.120389900007385,-0.27643593351987,0.245814732344798,0.137657019949713,0.0499085626669291,-0.0564822798435401,0.81361803652839,0.332612151559624
T2a,-0.326559644593504,0.0874946253914919,-0.138423282025891,-0.716457264599323,-0.190761953889813,-0.0957965675857065,-0.109264956797994,-0.0392757012112567,0.133606905646659,-0.0900082833621748,-0.0105335739392138,-0.0349994215949324,-0.0948804731546549,-0.227279468515809
T8a,0.0974944275522659,-0.233599142726528,0.56462745708326,0.404732443966869,-0.0388387663471,-0.0497024326706837,-0.0038734015876023,0.158643987901372,0.039239895197758,-0.0549872511530617,-0.0427358104602337,-0.0095963967622391,-0.429605675111186,-0.134623539581224
T5b,0.219437492444182,0.592873436116628,0.977522152940273,0.0506740941648955,-0.116305765502679,0.0563802488120947,0.0114898114481284,0.0761167535157311,0.165641844237255,0.0737094975281768,-0.160504850659133,-0.0313995776094346,-0.193964364169404,0.0131096809972559
T4b,-0.0202300482748896,0.558430866025892,0.257929935193436,-0.224616643069262,-0.14987914038437,-0.0244052861920733,-0.052554912823389,-0.0151376339761067,-0.0809044920573849,-0.347017046604003,0.113110787272854,0.0078917490992965,-0.172746786471415,-0.14969233666138
T7b,0.247207675641035,0.284195095342128,-0.479013456725542,0.0615961217815725,0.091547487486127,0.0117728510900627,-0.0198393128039301,-0.083208712219354,-0.0717129148095286,0.0925828661552579,0.0186549788965208,0.0286126478403252,-0.0720658704681551,-0.259397562185326
T5b,-0.168617024598748,0.692470643702455,0.559896030345684,-0.694303681683709,-0.104275673774579,0.0587975884747241,-0.0524441529660053,0.0736853769023112,0.258654289946552,-0.367566067304399,-0.116354567560433,-0.1022007853917,0.274368241412407,-0.0086272439570299
T6a,0.216777476034792,0.562615282017364,0.89838210745554,0.237386324002817,0.0393395686858867,0.180375638590545,0.0286830858165864,0.100675141028911,-0.0062745700795845,-0.216867389599467,-0.0075289568973339,-0.0081631522069975,-0.131142912991863,0.165105488210447
T2a,-0.202946024360363,-0.0621840658862351,-0.0561759954491573,-0.523637906924524,-0.200336096432279,-0.0757135348982878,-0.0603795007748243,0.0795038460957926,0.198921740310768,-0.0441954363251745,-0.0952027641793108,-0.0654746825391765,-0.265607638017036,0.137631274804654
T4b,0.267549108437217,0.18281505924792,0.593792586688616,1.03809368866752,0.274103700944869,0.129745558097366,0.290274934283974,0.273587307062965,-0.106563360160208,0.020017170257181,0.0667411546243709,0.0489283832530642,-0.402527484798599,-0.0929555181273299
T2a,-0.19107820548582,-0.245877490292991,0.171239083857706,-0.0359205265920729,-0.113515391694707,0.0083617434489674,0.0909796704441052,-0.154075605154693,-0.126620029637055,-0.0516962596629746,-0.0432803794368186,0.0090741888067907,-0.499516589952906,-0.42464090203652
T3b,-0.208090466868059,0.0157887184800154,0.242659817701181,0.0357540396956466,-0.0670771196376727,-0.0131921556648021,-0.0664533218931223,0.0523388938378351,0.438484305021206,-0.243294381432206,-0.06053799500546,-0.1116568508485,0.0530066168240656,0.116328438309208
T8a,0.118282665351764,0.240820339926989,0.445604208567556,0.252002166246517,-0.0031777410917475,0.125252636648401,0.254205305884146,-0.0266588696854399,0.194075912255204,0.0658930396193761,-0.043653645964863,-0.0445034239363532,-0.175442558604393,-0.0613155518881372
T1a,-0.151071632611437,0.0353402269444356,0.302938899693116,0.3826020818509,0.0253872741202906,-0.0981811255597487,-0.0331942412326989,-0.0941603860780449,0.051953871758757,0.0228799952877988,-0.141070883957613,-0.0136212210710264,-0.286616372951316,-0.241144260830147
T3b,-0.227721550468848,0.194451537059927,0.015867308320146,0.298581388528428,0.0227041106609336,-0.0707562452163771,0.0532748327012925,-0.0364416082024696,-0.0348200682242556,0.147409047575892,0.172021030723586,0.046614054595157,0.083515190470571,0.123667513854228
T4a,0.0857989971146686,-0.674940062161898,-0.616244585816837,-0.673438906691233,0.0577722919856131,0.0521511899242656,-0.0108646910687602,-0.085093579408642,-0.0067721460827333,0.245245711224568,-0.142247986695349,-0.0290618376705275,-0.0244449465435609,-0.338830181161628
T5b,-0.105249928322169,0.0674040128734964,0.264236764560368,0.265367698556121,0.018277109000834,-0.0492512888577988,0.0886033006930722,-0.0546159411796274,0.213789781044161,0.21742109956197,-0.0852302565017971,-0.0399127841002942,0.0644471571459951,-0.0109197345535034
T4b,0.0631767148410462,0.344624519606152,0.522410040711345,0.477897939191228,-0.0157360370105851,-0.13053714279172,-0.113317440143578,0.0744135195816305,0.0514292955783517,-0.29960518026139,-0.0127603818196643,-0.0092549260278829,-0.106428106262113,0.0140284510135278
T4b,0.116597831017628,0.579174783459114,0.710215693725202,0.574406295454556,0.143409531024465,0.148701808500653,0.0901407726615951,0.155913808852393,-0.170288011530985,-0.124711561497097,0.0350511666016554,0.0563732470037314,-0.567941923015142,-0.262094102426023
T4a,-0.245565127478709,0.0448400074186117,-0.612973650302894,-0.323145658381679,-0.11530284451282,-0.112417220495369,-0.011244353416595,-0.239433116045387,0.0776588767456632,-0.332846461094749,-0.0530885593751194,-0.0490804775954068,0.159838906469192,0.107233279949764
T3b,-0.0222066622088263,-0.496201834649675,-0.673261876238063,0.498642616938671,0.0247573047254156,0.0225871400186518,0.105653134960866,0.0964317698583391,-0.0572048161606022,-0.076279638065013,0.0713785418382985,0.0480352397529625,0.117443483376934,0.103767413152206
T6b,0.25755744364382,-0.113842887387238,0.298508580799704,0.767164067288918,0.0866258164203493,0.130055302268049,0.112107964562016,0.0768056645146788,0.0972970565793241,0.040262693209368,-0.0175740202040741,-0.0047751820397588,-0.214953437058058,-0.235192883984878
T7b,0.239642225277982,0.285594919188191,0.553168219556356,0.479550084304021,0.0867039744313405,-0.12864085276024,-0.0549144073808393,0.043439955896715,0.106731227382166,-0.0266130193511116,-0.127332999346466,-0.0195759627031417,-0.759360631978235,-0.405838362329209
T8b,0.205825497436815,0.103609405045039,-0.150190975673063,-0.0132381667092436,-0.0289596964894606,0.0609295812905905,0.0408249347681907,-0.0541487364018477,0.0484927647377898,-0.0217547812924589,0.150315008472777,-0.0147559343090637,0.50183867722188,0.351579734407255
T8a,-0.12894347952406,-0.334256254970355,-0.172636818062477,-1.08974357564666,-0.108454654778224,0.0967016516290404,-0.118140890111514,-0.197249077376648,0.0186148550481775,-0.161537626170401,0.0238638342723465,-0.0211311755989924,-0.192148439348678,-0.221817544953878
T2b,-0.0145785691287365,-0.10874860440624,-0.370554679778029,0.0810761542617772,0.0425529197499917,-0.149452844763783,0.0186252952994196,0.0919646982678066,0.205931367220876,-0.147408873497043,0.0688667210584064,-0.0455517599377585,0.230473974797889,0.216848488688247
T2b,-0.0911306504518851,-0.440885427587415,-0.247644262217593,0.113974811818077,-0.0669812469515264,-0.0763361152083418,0.0703726540136275,0.0659856019459521,-0.0746173642326269,-0.32909585929716,0.0370113046157067,-0.0069689593682889,0.344474467928263,0.429035756897254
T3a,-0.363345055787047,-0.187934002144883,-0.689616150817097,-0.444500601739777,-0.125585165195483,-0.124616702696056,-0.0382916375833898,-0.109886085989974,0.31609086752792,-0.153705985840799,-0.0022397675532519,-0.0797628189271656,0.0966714039843727,0.0005368480113525
T6b,0.162539345807179,0.137210647789561,-0.24300867842747,0.313695174785042,0.0402327427348754,-0.0488425357846873,-0.0304915650736679,-0.0129809095106163,0.0150338445757871,-0.0864702458353243,0.0726358169978866,-0.0112102867199947,-0.384512565370805,0.0806792470388654
T6a,-0.0758385344839643,-0.365682386107505,-1.03605770467372,-0.826768404251137,-0.0843187459146757,-0.187959695811208,-0.14351423838409,-0.177370277834309,0.138943297212424,-0.247805402668111,-0.0058815120363159,-0.0829399108622455,0.127248836837039,-0.135883929706018
T6b,0.185080707630791,0.288126162887502,-0.219790721779438,-0.723001964611554,0.0102487914052824,-0.0845815590945975,-0.10235263452867,-0.136540626649496,-0.0400247396786203,-0.0687145899858498,0.0001797352317845,-0.0198686816177373,0.265149675668371,-0.0588118791182182
T3b,-0.0087919829026285,0.164880800835171,0.247134199213783,0.0387494188461403,0.127430879843098,0.125093403460562,0.160580576063585,0.0667446703943174,-0.0640760373353468,0.440097670167208,0.0632332879792895,0.0771676750448744,0.187607397016931,0.455788315570851
T4a,-0.114290268786127,-0.56069899330471,-0.539311743921918,-0.390899355878049,0.0045292446050869,0.104670708058333,0.143783671239201,0.135006278517498,0.169337898801117,-0.0318856415697649,0.0318550859978786,-0.0325742753243464,0.162018149054052,0.128208050194219
T2b,-0.333073237510795,-0.427954675168025,-0.473774325666134,-0.212100341057883,0.0115932850694342,-0.0426927307613943,0.124675442941234,-0.214373294498406,0.0407957193082371,0.164342532289661,0.041987632222333,0.0067863082979043,0.370707633557975,0.0924483488922948
