Region,Zone,Type,Year,Season,Month,Day,Hour,Latitude,Longitude,Altitude,t2m,ws,wd,tp,blh,ssr,CVD60,no2,o3,so2,co,pm10,pm2.5
North East,West Yorkshire Urban Area,Background Urban,1987,Fall,2,13,15,54.1279620138528,-2.10727348213728,127.161849503853,276.700858877958,2.13193481315548,219.757696767485,0.0009232354352832,715.802331261513,74507.9443095882,0.199328115494994,76.3922000976722,17.7516561515677,13.811915883335,1.44307622441545,36.4238078630022,18.6416891627873
North West,Greater London Urban Area,Traffic Urban,1987,Winter,6,27,17,51.9485415839948,-1.87089271839169,6.98198525337755,291.267539024486,6.29320247463234,166.037128918579,0.000630755570237,1571.37763789828,3342694.0230832,0.195925579669833,76.3235399470479,17.7420622791717,13.809035102209,1.44173650147162,36.4788292343497,18.639686704186
East of England,North West & Merseyside,Background Urban,2000,Winter,1,29,19,52.3994798396907,-1.27062694642957,113.029830147266,275.660524570098,6.38757310753547,253.84453095696,-0.0009439896199554,651.450173276147,2058978.96206731,0.178261973522858,76.3393340955594,17.7225766439447,13.8036715572144,1.44074945786016,36.4897467043692,18.6464297477257
Greater London Authority,Yorkshire & Humberside,Background Urban,1985,Summer,3,24,19,52.2832924812939,-0.0958099172017004,104.835074050024,280.337909007978,4.65789201349742,246.122744261048,0.00184819754887,490.146451014085,3402302.43587428,0.152300845823801,76.3274275824086,17.7526591538763,13.8121985688116,1.44145580142134,36.455893030121,18.6407682963793
East of England,Brighton/Worthing/Littlehampton,Background Urban,1981,Winter,3,20,15,52.2029683071284,-2.53698221729056,161.611527356776,281.128197932469,6.61361288265841,228.419143614778,-0.0002820954605803,2322.58658607606,4902775.23302351,0.234191673544652,76.3580983127602,17.7392948272282,13.802960356986,1.44244866924222,36.4560927690008,18.6418296070061
East Midlands,North West & Merseyside,Industrial Suburban,1986,Winter,7,15,8,50.9370760054784,-0.138807687115791,222.987252282927,286.929699948448,0.889411970226016,250.039349866166,-0.0011175010789482,179.701598143607,1014721.81884284,0.103101207372962,76.3165604187508,46.3683842336626,13.8012471347509,1.44148567720715,36.4725587171557,18.637134252227
West Midlands,Sheffield Urban Area,Background Urban,1987,Spring,12,27,10,52.750352418869,-2.17554713006427,100.087769424264,276.688027128807,-3.25377010993994,207.207228311383,-0.0020987438032504,-385.92596027261,685727.898286442,0.106318890042009,76.290774580077,17.7443150100783,13.8182440075898,1.44169305855478,36.5103321331,18.6380055230078
North East,South East,Background Rural,1988,Summer,12,20,20,52.0098616778583,-2.31543521462404,107.75221774745,278.213574316176,1.51892704571973,252.52307122124,0.0001440087265173,69.2993569075311,1469659.2732228,0.190147009974082,49.6357507270574,54.7614211509257,25.8492481866598,1.44086533778156,36.485217115864,18.7135839732709
South East,Eastern,Background Urban,2000,Summer,7,13,16,52.0112730948589,-2.11724297901714,182.128098953196,289.736581909525,3.9612754694012,235.693504665431,0.0016171121812956,1055.9071487195,2851780.35529932,0.117600544463521,80.5379558783922,63.3494482067586,-0.768280870120367,0.500314980584826,18.7192076577368,17.7312639754349
Greater London Authority,Yorkshire & Humberside,Background Urban,1997,Fall,10,18,21,50.7431459631349,-0.932565665658492,-36.8668557925925,287.317248876388,2.41015242016368,179.018700682582,-0.0009826877908687,399.260785771818,5719651.7409645,0.11947528760169,73.5523067739827,17.8269165150542,6.07374756680177,1.44241478969563,36.4601216377301,18.6417881966935
North West,East Midlands,Industrial Urban,1996,Winter,9,23,21,53.0753677610712,0.984906197515956,74.9016340187956,285.419605395262,5.20155103251471,71.0467043504543,0.543129080816544,392.469143323798,-2215619833.15436,0.225253615840089,-2547.80141820255,17.0066966311677,314306.000253325,1.44199501122299,36.4841644549435,18.6386305108958
North West,Eastern,Background Urban,1991,Spring,11,2,14,51.3351249709739,0.0372959890742954,53.7297708304233,280.550419525004,7.1640859724644,239.743272465763,0.0007734643658102,933.115334782431,833818.206301087,0.183802279948109,76.3450908568479,17.7652869182567,13.8133674974333,1.44283855944789,36.4704593743636,18.6421546971849
North West,Tyneside,Background Rural,1991,Winter,1,18,5,50.7353562856831,-1.14215298147378,17.173842251336,279.730754755548,5.51795634729192,169.72379035952,0.000741682243136,656.223334432143,57603.7183210965,0.238719651089014,62.8590080297516,28.0573230146579,27.4983271783923,1.12777043266499,10.5583776998326,18.6420317373138
South East,South West,Background Urban,1985,Winter,12,3,12,54.175582061756,1.71010875256355,17.0418651249043,275.170742748625,-1.36220113656206,214.789043286774,0.0024176195108386,-137.412318441408,1346452.43652583,0.226740298452869,76.4375488498774,17.7631920985339,13.8115869248318,1.4417772962726,36.4633011655688,18.6427360339533
Greater London Authority,South West,Traffic Urban,1999,Winter,5,22,17,54.9230804631303,-1.79747286991096,192.981417924892,289.74552974654,11.8453406977072,269.576506133309,0.0017777427924227,879.934753903231,2452557.98817987,0.0587967845819699,42.5378083916746,18.8061844996578,9.24328706110857,1.94686670639201,35.0406260549557,22.3808398017114
West Midlands,Eastern,Traffic Urban,2000,Spring,9,22,13,52.2339785852503,-1.35589093626017,48.0278078259045,291.304326056339,6.484552880702,218.386071236042,-0.0047196048157807,1462.58501806604,9796311.77801436,0.195518557986459,-2.65981229006759,17.7576375968873,13.8099350920014,1.29343149688768,34.5648615641819,18.6455536683524
Greater London Authority,West Midlands Urban Area,Background Urban,1997,Spring,9,5,22,54.0861730512483,-0.265023567411395,115.637177783242,282.027630663549,2.10403729423808,241.684771607746,-0.0004676337389451,77.1610823390056,8337890.43149199,0.0776654663380264,54.4692918185056,21.7946550131774,-0.752783202829964,0.806796532462384,36.1848607707272,18.6417878155162
North West,Greater London Urban Area,Background Urban,1988,Spring,2,3,17,52.9980116940194,-2.21734435615661,48.5716217304317,275.780362098099,5.20535367147911,210.719697616829,0.0009536766828411,730.810851306865,2216478.27136641,0.190263746886666,79.1848914498717,17.7505442896033,13.8056052044019,1.44166115683137,36.4770271935153,18.641956308146
Greater London Authority,Portsmouth Urban Area,Background Urban,1985,Summer,9,19,1,51.8255686496024,-1.0282953132101,44.4044765477684,281.83743281934,-0.163369749570049,280.903624820926,-0.0054452645416357,-160.558724035186,11160187.2663044,0.111227355149503,76.3066901807508,17.7471159389438,13.7945026766075,1.44111284896294,36.4548105987478,18.640768007809
North East,South West,Traffic Urban,1998,Spring,11,18,2,52.7168874297123,-1.72141407136568,86.3162335132372,279.154739313841,4.17171182167174,155.173251808028,-0.0111437663533066,416.030932942181,5994945.82987647,0.200317808964123,53.5334788349006,17.7343126369271,7.16968489152099,1.72355869164122,34.9965385680668,18.645624515901
West Midlands,North West & Merseyside,Background Urban,1992,Spring,10,13,21,52.1775718202819,-1.43964742505494,8.41279516375301,281.993435364769,4.49510527312175,63.9558023577186,-0.0002856082938118,330.588014990959,3362941.47928247,0.227167308879193,76.377154806372,17.6943536627977,13.8012017918082,1.44281502108335,36.4828343828102,18.6463359537242
Yorkshire and The Humber,West Midlands Urban Area,Background Urban,1991,Fall,1,16,16,52.056813957708,-0.143439410875263,-41.450392531988,275.08609688075,2.73996399624649,136.289505023644,0.0021850336023307,7.19538029010797,-2426683.84338698,0.288455054848802,44.8011578272204,17.7371720593825,13.8041666225545,1.44202953078849,36.4642913810261,18.6459565897488
East of England,Greater London Urban Area,Industrial Urban,2000,Winter,10,12,20,52.1461470262583,-0.392059806752554,108.123628513241,280.926969726817,1.38608976905867,203.437683753883,0.000720633163797,373.53524872332,1241534.86287492,0.111806919844634,76.2718762691354,17.6893574863255,13.778948955358,1.39748574923116,36.6941950416594,18.6403324713949
Greater London Authority,Teesside Urban Area,Traffic Urban,1990,Summer,8,14,20,51.233725503933,-2.21764784795471,-0.178248124982147,297.951875499315,5.62947015341507,252.956028092952,-0.0003058666355906,604.397592126644,11532401.3986622,0.139224832885675,76.2540568314023,17.751067455749,13.813746142566,1.44351379022729,36.483076367979,18.6457826877299
West Midlands,South West,Traffic Urban,1989,Winter,3,2,20,52.8663673120303,1.36778491819115,226.305385965218,281.976689087274,8.63405364767557,148.211747790701,0.001072165415978,914.812919021807,3260026.61382511,0.157095979374953,76.6372898400621,17.7659862387133,13.7924760083324,1.44226301627938,36.4778477406611,18.6410319779359
Yorkshire and The Humber,North East,Background Urban,1988,Summer,10,4,0,53.0047698101021,-0.221233150215919,-37.5265625056479,279.89501583024,2.40165553737842,190.149501963275,-0.004795430633183,-38.6688572573556,10131620.7865661,0.272780222250612,76.363005530153,17.7525229658655,13.8563624562701,1.44018166705752,36.4756913591814,18.646557907764
West Midlands,Greater London Urban Area,Background Urban,1990,Fall,9,1,21,51.764877875603,-0.975787617706316,-54.4397110199343,288.010497731541,2.21988215636397,253.843862611861,-0.0018390614177386,288.054400168517,7269663.88841271,0.139460472935138,72.8446795562743,22.3352936645749,17.0274850720144,1.87238149190127,36.4821655037967,18.6410333720208
Greater London Authority,Greater London Urban Area,Traffic Urban,1998,Spring,4,31,17,51.556219113544,-1.61271673191897,-19.2915178747959,279.962967841519,6.43107274190614,20.4948116593753,0.0020627626557449,821.465258242492,-1437864.65483214,0.121405415943985,49.5049899641816,16.7610803299288,15.7266423844374,1.96063200769239,25.1211212700643,19.805035505315
South West,Greater Manchester Urban Area,Background Urban,2000,Spring,5,28,11,53.221976182805,-0.720138882238222,143.715901099518,287.392476323829,8.43401265778428,267.99840890188,-0.00053924311676,1232.55184221716,4627905.00341915,0.153463748286216,24.7336183202226,40.3694996553585,12.6556561490788,0.234079871953406,27.9910090568351,18.6428020291306
South East,South West,Background Rural,1997,Winter,7,7,15,51.870433233174,1.03576254508284,-43.4469230198107,293.818651793915,0.936984460827086,98.3102042416503,0.0003492102231934,914.705787993137,8126886.07982832,0.187264674162414,76.311835754162,66.6860381237622,13.8305952525845,1.56312393424926,36.4115121655976,18.6410242275059
East Midlands,Eastern,Background Rural,1988,Fall,12,7,5,52.5338109043168,0.0270049054295862,11.2709085101857,281.630698088056,6.8727601809346,280.733426693026,0.0009828423422856,605.91491492254,103782.482784938,0.158475558023395,74.3335667033215,46.4202711553381,11.130533535262,1.44232731325738,36.4742916006246,18.6491644250611
Yorkshire and The Humber,Reading/Wokingham Urban Area,Background Urban,1984,Winter,6,24,21,53.2900477508424,-0.581392267086682,135.040234161935,287.139975688352,4.43054069509075,302.119975473291,0.003204524288059,669.118061111643,3728853.88375917,0.116014077834583,76.1962761391945,17.7652361544448,13.8220155349639,1.44332846569744,36.4624293847088,18.6390706889254
Greater London Authority,Greater London Urban Area,Background Rural,1996,Summer,6,14,14,51.9755197370755,2.3523057594424,149.453787834192,291.688113449547,2.45100859407611,74.1422860839727,-0.0010226480314793,1149.29924134765,10228186.3751079,0.108350620945442,76.9413070554712,33.8416548036888,22.4271196906332,1.27350704115208,35.6293319938839,18.4651375783954
Yorkshire and The Humber,Kingston upon Hull,Background Urban,1989,Summer,11,5,1,52.8342354876632,1.61568018584389,215.177194361967,274.831579810255,0.616174898500379,258.806145715942,-0.0022378482414676,-236.426919393249,3994204.79052663,0.229729259170056,74.696653942692,17.7684502102514,13.8084413276858,1.44006883779077,36.4831613356451,18.6461825877833
Greater London Authority,Greater London Urban Area,Background Urban,1984,Fall,1,16,15,51.3831385168534,-0.543545894967485,-14.2028904450782,279.229201083882,7.85198505058415,193.012090218722,0.0004708100042641,870.672041297287,2160467.63691128,0.184146839902089,76.3115649746291,17.7469867742694,13.8183138386034,1.45515800900021,36.4818298279516,18.6395426838651
East of England,South West,Industrial Suburban,1990,Spring,10,23,15,50.6918780505423,-3.29016488245151,173.697412167316,292.74899226117,8.58412753047538,130.934524678128,-0.001124600909924,1122.6751074521,3661370.70053731,0.196075380584347,100.388808525941,41.8269396359691,10.6071729515107,1.1320901464888,55.9456746598582,18.6457132118423
South East,South West,Background Urban,1987,Winter,9,23,12,51.8231318185192,-0.364040153877562,234.100264152247,289.264144601147,7.99419151078332,245.628091461354,0.0005399996449262,877.38272431957,3141223.6897781,0.189224726229192,76.3175520175661,17.7537890262228,13.8265870065994,1.4411571475238,36.5025132174288,18.6434081074516
Greater London Authority,North West & Merseyside,Traffic Urban,1985,Spring,3,11,19,51.9166451523219,0.416094439212325,54.2400172497353,277.12666618736,7.19196174777233,10.6911073823074,0.0028096271251786,312.759143237092,-1146137.1333283,0.201354488448839,76.3267831622345,17.7590966654279,13.7986172869131,1.44232626859568,36.4738210119346,18.6406688758578
Yorkshire and The Humber,North West & Merseyside,Background Urban,1988,Spring,8,7,15,52.0731040603675,0.29614352593123,34.9046797954508,296.34014548115,3.54434430488814,123.564032930114,0.0003874789311099,511.251582713166,7013414.19842429,0.152661380037695,76.2645346649848,17.74572182566,13.7965692642274,1.44233455115581,36.490077096704,18.6465988657583
Greater London Authority,Leicester Urban Area,Traffic Urban,1989,Spring,11,25,12,52.8094917231787,-1.36463217471681,74.6995001946886,279.094751883067,2.78002569703286,164.416266181543,0.0017276431160104,197.075849772177,-461886.423213848,0.211681435894749,60.4159206034634,17.815670575492,11.4978473754398,0.956073213522599,47.3539825540853,18.6476323467042
East of England,Greater London Urban Area,Traffic Urban,1998,Winter,3,12,9,50.2058546547881,1.50599074277856,55.2881750253941,278.531089823561,3.72606012483567,330.916312971318,-0.0044124268631179,350.345727608384,1105307.6605508,0.174195905165264,65.7585804890343,12.068397672636,8.47073874824189,1.21008252794837,41.6005751462008,18.6480681504018
East of England,Greater London Urban Area,Traffic Urban,2000,Fall,12,25,19,51.3147090989574,-1.14880361194874,-117.24733056243,283.580213565957,15.2751403169468,61.8983180379776,0.0003251343950759,1572.25350753935,2506262.07412654,0.171270529985443,70.8574345735955,18.4184133662975,11.3180080316203,1.48782158958502,12.2644705354918,18.6391218086355
North West,Eastern,Background Urban,1996,Fall,9,18,18,52.7386256068732,-1.88440685596983,139.802771530772,285.713397050388,8.75335176701552,89.8681525690361,-0.0002326543331037,945.223298323221,5113517.78941589,0.185343383440753,84.5138572787402,20.5570991956702,3.95833132526995,0.0267782923658015,34.1465156823196,18.6386989387891
Greater London Authority,South West,Background Urban,1994,Fall,7,24,16,51.8834868572969,-3.29195325930462,235.019490204581,298.228546684047,2.78396284866589,-3.08954198616747,-0.0001485042613436,1756.73377260747,5579014.27321232,0.11321469863663,76.264768811344,17.7453617030481,13.8090402598885,1.4415033551419,36.4637683038036,18.6414442946
West Midlands,South East,Background Urban,1992,Summer,4,10,13,52.8611364729521,0.0253745292627825,29.1798817815297,289.751580100473,2.37615508557636,196.009124970827,0.0007473652331415,1459.85962804845,8234102.53033557,0.197392420136777,76.3718363201866,17.7589284094721,13.8111306738458,1.44172321845739,36.4577737888515,18.6463356282459
North West,West Midlands Urban Area,Background Urban,1990,Fall,1,20,9,53.4667892930533,-0.889032372293877,10.3570372655306,277.332297657583,6.6691359214415,238.778415501592,-0.0074262171459788,711.191313769154,333964.880391876,0.123410796804221,36.6374827507724,17.7466589066192,13.8103061002309,1.44131166271663,36.4571314470887,18.644926372621
South East,West Yorkshire Urban Area,Background Urban,1990,Fall,8,1,2,52.729539167238,-1.79050803323518,74.5060174456773,289.128230462789,2.83042720306007,147.347763833063,0.0006376586796012,171.181579398069,5761175.09811305,0.176557445132718,76.3382893255142,17.7520466311642,13.8353788750786,1.44084859695107,36.4415007528249,18.6353404691036
North West,South West,Industrial Urban,1999,Spring,5,2,14,52.0135381975371,-2.00889113825152,187.91898295748,288.253367649341,1.50646108265903,127.182920228489,-0.0003030211899497,1595.07844550212,9042343.61245653,0.206901374574846,80.424413940499,66.6040061738341,17.2484946656296,1.09249283794483,31.8835882997313,18.6481190844734
Yorkshire and The Humber,South East,Background Rural,1990,Fall,1,25,13,50.8279531476838,-0.745366717141147,222.255203060492,282.231515455891,9.5181282190689,188.370129861923,-0.0015742086502006,714.670195545999,4169377.42300514,0.198114507369192,5.08083070500712,66.6626268283464,5.4102939716707,1.44177023102287,36.4658615674876,18.6484763951443
North West,Coventry/Bedworth,Background Urban,1989,Summer,8,14,3,53.1199301230587,1.13165556529543,235.130803332789,291.453092092426,6.50565245029941,249.162184175295,-0.0016581052558368,891.64840485576,2381339.02254997,0.151238505981937,76.5160710030921,17.7478690153339,13.8012143390036,1.44352774532629,36.4657432188243,18.6382738538055
West Midlands,Greater London Urban Area,Industrial Urban,1992,Fall,4,8,0,50.7293330532123,-0.311688505531358,42.1207443248199,280.973956889095,2.47259381720941,82.9697366477418,-0.0011914070636455,-39.04434464668,4838460.15252634,0.23093855096355,76.366226738201,17.7586208080767,13.7858211389371,1.4522989723654,36.5755623078855,18.6878689244961
West Midlands,Eastern,Traffic Urban,1997,Spring,7,18,6,53.3545636054511,-1.73357968816797,48.2317484130296,286.313143317392,5.7101667221144,171.777612022595,0.0007326936682704,592.129262601116,277619.611663827,0.179442928933422,5.55666982085677,17.7500340107375,13.8184428929916,1.38510275964378,36.08607171665,18.6461875280572
West Midlands,Brighton/Worthing/Littlehampton,Industrial Urban,1989,Summer,8,12,17,52.2668797281445,-2.07430095293823,155.728032426488,293.539991835474,9.08772478500574,237.738945905659,0.0001498783290936,2047.16242128266,8564224.66262662,0.144008540153262,259.753912962953,17.7589595108825,13.8057251990914,1.32735561359578,36.4729393152652,18.5846761786439
North East,Eastern,Background Rural,1984,Summer,9,28,3,54.0667254429262,-1.19109598921039,37.1355510400389,285.356364093229,5.3460957485357,173.487736571659,0.0009835273282016,451.366131409439,574142.391047244,0.127087576141155,76.3392176630551,47.9213900953043,13.8171293698832,1.44228716049925,36.4694630455613,18.7522416333384
Yorkshire and The Humber,Kingston upon Hull,Background Rural,1998,Winter,9,17,21,50.9217834200618,-1.09101395121517,14.2338573756431,292.26296507232,4.77644738631227,338.693742550136,-0.0010536207628846,361.19660449644,8924236.01250349,0.206477811432068,175.602618554314,-15.9324422400599,8.15487186976059,1.43152067283359,36.4051474812096,18.6385483464428
Greater London Authority,Kingston upon Hull,Background Urban,1990,Spring,2,25,0,54.0536242853112,-0.762221557236475,157.94779817644,282.013354089221,14.4045023324276,208.953905579321,-0.0010495144808351,1574.63955113937,2270351.82485636,0.115673452112943,76.3414220464772,17.7388250526787,13.8062239395838,1.4421430131716,36.4431999418126,18.6445089045868
Yorkshire and The Humber,Greater London Urban Area,Background Urban,1998,Spring,10,12,23,53.0630400305872,0.0350309482321933,-142.567478820979,281.939944113402,8.75448781830687,281.120586329056,-0.0041865601503685,570.052933259578,6869030.82250609,0.183157724457987,106.231180795443,-5.15747938565118,18.6410751416388,1.25645069559547,35.9696081682745,18.6359236292039
South East,Eastern,Background Urban,1992,Spring,8,21,4,53.7909562443445,-1.64827334488394,-165.396614581675,286.266697553002,2.41856359280502,237.773830517852,0.0008608740785173,141.679207843084,36.7460140217358,0.19064611253661,76.3214860728592,17.7480770055091,13.8063284198876,1.44254192490298,36.495348949543,18.6439109588196
South East,Preston Urban Area,Background Urban,1999,Winter,1,21,22,52.0881078256244,-2.25326937123988,25.2196394033535,279.269208015587,5.45065764196554,113.209993543253,0.0002115533613053,562.0967252628,1949989.01190994,0.238169023551318,76.2897184024294,17.7844478848358,13.8211922959718,1.44229598218096,36.4020566905905,17.6908287004103
East Midlands,Greater London Urban Area,Background Urban,1985,Spring,9,10,1,56.1840751802229,-1.45429881946474,85.7668422211246,285.408694295314,5.23494343902453,241.368555961699,-0.001763684219802,440.812542571605,6676024.94297201,0.141271093044405,76.3464468897278,17.738718370335,13.803399447455,1.44202482379978,36.4759424861444,18.6443528272333
North East,West Yorkshire Urban Area,Background Urban,1992,Fall,8,4,16,53.1752781665525,-0.533529444391236,135.363189708657,289.598735471807,6.74075242005548,259.405208014983,0.0005561385765345,991.736194151948,4936558.16674725,0.147836764288106,76.2930987122863,17.7434180838885,13.7917889254414,1.44281747709545,36.5082609671534,18.6269527377647
West Midlands,South East,Background Urban,1987,Winter,3,31,1,52.4831818536999,-2.00332876440754,-11.2622875099621,275.845552916083,2.9494236723872,204.639367331412,-0.0016326313590882,48.4349288356579,2664718.01479072,0.160799134210082,76.3707549770233,17.7621313375845,13.810511074227,1.44221534923509,36.489256342344,18.6380457931636
East Midlands,Yorkshire & Humberside,Traffic Urban,1985,Winter,5,4,19,53.6114942046097,-2.41638056380705,4.76237542451003,290.850879023212,4.96172831931473,177.357908458042,-0.0006542989296566,1400.47005388438,12058497.4068074,0.199763727900598,76.3986231783184,17.709126354108,13.785291550477,1.44101848029033,36.4550038175107,18.6454221056299
North West,North West & Merseyside,Background Rural,1984,Summer,5,12,22,51.9295415682695,-0.339355724252698,77.8608233335817,281.448234811679,6.76377135215157,52.238635896505,0.0018160008993021,1036.49350077963,1079116.15453158,0.233782010503345,76.2820804444126,17.7416432300264,13.8219198171034,1.44186396064581,36.4796910852455,18.6382952438652
South West,Greater Manchester Urban Area,Traffic Urban,1999,Winter,2,1,9,53.3568761132244,0.878146727083869,113.813644245831,271.646330393056,0.297144995978959,263.760989162278,-0.0001961183371487,87.6945564547119,497522.905536943,0.213516114560615,65.7102338682609,6.26495254007085,45.1970459851021,0.618013317016862,19.7885997778897,18.63977648288
East Midlands,Greater London Urban Area,Traffic Urban,1993,Fall,4,10,21,52.6847596990778,-0.198292088800969,136.767874537157,282.634366378326,3.41502268778631,131.61056307145,4.25054014231777e-05,463.001172299544,4243120.51798129,0.254892306052518,67.0868245392395,17.7442324540281,37.2912060229624,2.07453825158259,36.570633103106,18.6370776596255
North West,East Midlands,Background Urban,1994,Spring,1,9,22,52.6691175391614,-1.25853713276952,-67.0150032489979,279.823802894254,11.4837347917313,145.451830529091,0.0060171816318341,1411.7764223627,-1267381.14352058,0.225438894977473,76.3753553553088,17.7314849029877,13.825436495879,1.44216858683266,36.4955860744221,18.6436950118512
Greater London Authority,West Midlands Urban Area,Background Rural,1983,Winter,4,20,20,51.7268342746622,-0.590022453521477,323.324190690352,282.557310268225,7.48511835472677,168.595840878302,0.0004213521051626,1066.2164171949,2782039.20991262,0.0963883436762309,40.5446126554081,7.65352404746622,11.7816720652396,0.945906474057297,62.6351073608853,15.731417692907
Greater London Authority,Eastern,Background Urban,1981,Winter,5,16,15,50.0484941076658,0.129100714325276,-7.73151046170433,282.239617171078,5.3105201338412,207.100589605845,0.0018610511284673,1250.86992448183,2723634.23130581,0.169490582439577,76.4031635094036,17.7612400752701,13.8153955224004,1.44297007378184,36.4649334102425,18.6374779904066
South West,Brighton/Worthing/Littlehampton,Background Urban,1990,Summer,9,20,17,52.7255680045392,-1.74659962194594,71.3558315427829,288.922754883732,11.2774440834048,276.991765204549,0.0004290100679925,1384.20124106796,3437822.01602868,0.152652289497256,76.2724317392906,17.7262031439357,13.791960959982,1.44377585738114,36.4136852610424,18.6408089642839
Greater London Authority,Greater London Urban Area,Traffic Urban,1988,Winter,9,12,9,51.4576938625366,-0.861058359265325,240.977388725166,287.019081407134,8.41747093734652,291.852012323177,0.0024967853631192,672.698638450226,-530938.809145761,0.246529769611281,76.3524145983617,17.7560189978217,13.8140160937619,1.44154194642745,36.478320562658,18.6351610429022
North East,Bournemouth Urban Area,Traffic Urban,1995,Fall,5,12,17,50.0038274995223,-2.44486288539612,-6.33366724893841,294.073091374313,14.1320774535375,30.422689442366,0.0002387839764051,1583.71506577442,6306526.16449616,0.148793866202493,76.4099520810496,17.7711580463716,6.80156619855447,1.44286569580158,36.4796230074171,18.6347474822321
South West,Coventry/Bedworth,Background Urban,1985,Winter,12,30,10,51.8216109636139,-2.1626718904792,23.4360020720716,277.828505541221,7.39068045704664,110.082558489347,0.0031684566296838,845.910920021721,-154076.552752656,0.281803872364542,76.6294497937077,17.7400246196324,13.7880878804875,1.44153514983543,36.4936858310357,18.6430625443763
West Midlands,Teesside Urban Area,Traffic Urban,1992,Summer,8,20,20,53.8757069175388,0.573196242827862,108.255262180899,289.481000628757,2.63674872293078,270.362841191881,0.0013687661415998,814.768394093965,5359070.92376178,0.132831889709282,76.3750377191055,17.8115485961486,13.8165764196497,1.44318647901393,36.470148588971,18.6475579743703
East of England,Greater London Urban Area,Background Urban,1987,Fall,7,6,12,53.9815420813282,-1.32990125960294,165.452488320436,292.976079400609,0.927858952878527,77.0911947619055,0.0023233855948603,559.950638133667,5811291.19999987,0.146973280443851,78.4884551464794,17.7406581999512,13.8135543831799,1.44186976099043,36.4752339952385,18.6531828357769
